ORF1	ORF2	ORF3	ORF4	ORF5	ORF6	stress
YGR278W	YPR101W	YKL095W	YKR086W	YMR288W	YDR482C	Diamide
YGR278W	YPR101W	YKL095W	YKR086W	YGR049W	YCR063W	Diamide
YGR278W	YPR101W	YMR288W	YKL095W	YKR086W	YCR063W	Diamide
YGR278W	YPR101W	YMR288W	YKL095W	YKR086W	YDR088C	Diamide
YGR278W	YDR416W	YKL095W	YGR195W	YDL165W	YBL051C	Diamide
YHR051W	YEL024W	YJL062W-A	YGR033C	YDR493W	YDL217C	Diamide
YHR051W	YEL024W	YJL062W-A	YGR033C	YNR018W	YIL022W	Diamide
YHR051W	YEL024W	YJL062W-A	YGR033C	YNR018W	YDL217C	Diamide
YHR051W	YEL024W	YJL003W	YGR033C	YNR018W	YDL217C	Diamide
YHR051W	YLR203C	YOR065W	YLR067C	YPL118W	YER153C	Diamide
YHR051W	YLR203C	YOR065W	YLR067C	YDR316W	YJL203W	Diamide
YHR051W	YLR203C	YOR065W	YLR067C	YDR316W	YER153C	Diamide
YHR051W	YLR203C	YOR065W	YGR222W	YDR316W	YER153C	Diamide
YHR051W	YEL024W	YLR203C	YGR033C	YDL217C	YPL098C	Diamide
YGR116W	YOL005C	YPR133C	YBR193C	YIL027C	YMR272C	Diamide
YLR450W	YHR133C	YGL012W	YCL025C	YPL227C	YMR015C	Diamide
YGL092W	YKR082W	YML103C	YER105C	YBL079W	YHR036W	Diamide
YGL092W	YKR082W	YML103C	YBL079W	YKL186C	YHR036W	Diamide
YGL092W	YKR082W	YML103C	YBL079W	YDL207W	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YER105C	YML103C	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YKL186C	YER105C	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YKL186C	YDL207W	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YDL207W	YML103C	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YML103C	YER105C	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YML103C	YKL186C	YHR036W	Diamide
YGL092W	YKR082W	YBL079W	YML103C	YDL207W	YHR036W	Diamide
YGL092W	YML103C	YKR082W	YKL186C	YER105C	YHR036W	Diamide
YGL092W	YML103C	YKR082W	YBL079W	YDL207W	YHR036W	Diamide
YGL092W	YML103C	YER105C	YKR082W	YKL186C	YHR036W	Diamide
YGL092W	YML103C	YER105C	YKR082W	YDL207W	YHR036W	Diamide
YGL092W	YML103C	YER105C	YKR082W	YBL079W	YHR036W	Diamide
YGL092W	YML103C	YER105C	YKL186C	YKR082W	YHR036W	Diamide
YGL092W	YML103C	YKL186C	YBL079W	YHR036W	YIL040W	Diamide
YGL092W	YBL079W	YKR082W	YDL207W	YGR037C	YGR020C	Diamide
YGL092W	YBL079W	YKR082W	YDL207W	YGR037C	YML086C	Diamide
YGL092W	YBL079W	YKR082W	YML103C	YML031W	YHR036W	Diamide
YGL092W	YBL079W	YKR082W	YML103C	YGR037C	YGR020C	Diamide
YGL092W	YBL079W	YKR082W	YML103C	YGR037C	YML086C	Diamide
YDR245W	YGL167C	YPR185W	YBR085W	YER040W	YER089C	Diamide
YDR245W	YGL167C	YPR185W	YBR085W	YER040W	YDR084C	Diamide
YDR245W	YGL167C	YPR185W	YBR085W	YER040W	YGR120C	Diamide
YDR245W	YGL167C	YPR185W	YBR085W	YGR231C	YDR084C	Diamide
YDR245W	YGL167C	YPR185W	YBR085W	YGR231C	YGR120C	Diamide
YDR245W	YGL167C	YPR185W	YAR010C	YGR231C	YER089C	Diamide
YDR245W	YGL167C	YGR231C	YPR185W	YIL146C	YBR230C	Diamide
YBR041W	YHR072W	YER044C	YLR056W	YMR015C	YNL280C	Diamide
YBR041W	YHR072W	YER044C	YMR015C	YLR056W	YMR202W	Diamide
YBR041W	YHR072W	YER044C	YMR015C	YLR056W	YNL280C	Diamide
YBL041W	YER105C	YER107C	YKR082W	YJR042W	YML103C	Diamide
YBL041W	YER105C	YDL207W	YER107C	YML103C	YHR036W	Diamide
YBL041W	YER105C	YDL207W	YGL092W	YOR046C	YPL122C	Diamide
YBL041W	YER105C	YDL207W	YGL092W	YML103C	YHR036W	Diamide
YBL041W	YBR173C	YMR037C	YLR199C	YFL033C	YGR276C	Diamide
YBL041W	YBR173C	YMR037C	YLR021W	YFL033C	YOL001W	Diamide
YBL041W	YER105C	YJR042W	YHR036W	YJL183W	YML103C	Diamide
YBL041W	YER105C	YKL057C	YML103C	YHR036W	YIL040W	Diamide
YBL041W	YER105C	YGL092W	YML103C	YHR036W	YJL183W	Diamide
YBL041W	YER105C	YGL092W	YML103C	YHR036W	YIL040W	Diamide
YBL041W	YER105C	YGL092W	YML103C	YGL247W	YIL040W	Diamide
YBL041W	YER105C	YKR082W	YML103C	YGL247W	YIL040W	Diamide
YBL041W	YER105C	YDL207W	YEL024W	YCL017C	YPL135W	Diamide
YBL041W	YER105C	YDL207W	YEL024W	YCL017C	YKR064W	Diamide
YBL041W	YER105C	YDL207W	YOR046C	YIL106W	YOR373W	Diamide
YBL041W	YER105C	YDL207W	YML103C	YHR036W	YJL183W	Diamide
YBL041W	YER105C	YDL207W	YML103C	YHR036W	YIL040W	Diamide
YBL041W	YER105C	YDL207W	YML103C	YGL247W	YIL040W	Diamide
YBL041W	YBR173C	YLR199C	YGR087C	YPL022W	YPL183C	Diamide
YBL041W	YCR073C	YCR076C	YNR031C	YJL128C	YGL237C	Diamide
YBL041W	YCR073C	YCR076C	YJL128C	YNR031C	YOR201C	Diamide
YBL041W	YCR073C	YCR076C	YJL128C	YDR524C	YOR201C	Diamide
YBL041W	YCR073C	YCR076C	YJL128C	YDR524C	YNL053W	Diamide
YBL041W	YCR073C	YCR076C	YOR018W	YJL128C	YDR343C	Diamide
YBL041W	YCR073C	YBR173C	YHL020C	YJL128C	YOL108C	Diamide
YBL041W	YCR073C	YBR173C	YNR031C	YJL128C	YGL237C	Diamide
YBL041W	YCR073C	YBR173C	YJL128C	YNR031C	YOR201C	Diamide
YBL041W	YCR073C	YBR173C	YJL128C	YNR031C	YNL053W	Diamide
YBL041W	YCR073C	YBR173C	YJL128C	YOR018W	YNL053W	Diamide
YBL041W	YCR073C	YBR173C	YJL128C	YDR524C	YNL053W	Diamide
YBL041W	YER105C	YIL007C	YER107C	YDL207W	YML103C	Diamide
YLR371W	YJR042W	YKR082W	YDR458C	YOR176W	YML103C	Diamide
YLR371W	YJR042W	YKR082W	YDR458C	YER105C	YML103C	Diamide
YLR371W	YJR042W	YKR082W	YDR458C	YHR036W	YML103C	Diamide
YLR371W	YJR042W	YDR458C	YER105C	YKR082W	YBL079W	Diamide
YLR371W	YJR042W	YHR036W	YOR176W	YKR082W	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YOR176W	YER105C	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YOR176W	YDR458C	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YKR082W	YOR176W	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YKR082W	YER105C	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YKR082W	YDR458C	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YKR082W	YDR458C	YGL247W	Diamide
YLR371W	YJR042W	YHR036W	YER105C	YOR176W	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YER105C	YKR082W	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YER105C	YDR458C	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YDR458C	YOR176W	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YDR458C	YKR082W	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YDR458C	YKR082W	YGL247W	Diamide
YLR371W	YJR042W	YHR036W	YDR458C	YER105C	YML103C	Diamide
YLR371W	YJR042W	YNL127W	YNL283C	YKR082W	YML103C	Diamide
YLR371W	YJR042W	YNL283C	YNL127W	YKR082W	YML103C	Diamide
YLR371W	YNL283C	YNL127W	YDL203C	YAL053W	YMR307W	Diamide
YLR371W	YJR042W	YKR082W	YDL207W	YDR424C	YOR046C	Diamide
YLR371W	YJR042W	YKR082W	YDL207W	YDR424C	YBL079W	Diamide
YLR371W	YJR042W	YKR082W	YML103C	YDR424C	YER107C	Diamide
YLR371W	YJR042W	YER105C	YDL207W	YER107C	YML103C	Diamide
YLR371W	YJR042W	YHR036W	YJL183W	YML103C	YGR231C	Diamide
YLR371W	YJR042W	YHR036W	YML103C	YJL183W	YER107C	Diamide
YLR371W	YJR042W	YHR036W	YML103C	YGL247W	YER107C	Diamide
YLR371W	YJR042W	YHR036W	YGL247W	YIL040W	YOR103C	Diamide
YLR371W	YJL084C	YER059W	YMR165C	YDL224C	YOL001W	Diamide
YLR371W	YNL283C	YAL053W	YMR307W	YER100W	YFL025C	Diamide
YLR371W	YNL283C	YAL053W	YMR307W	YMR238W	YOR085W	Diamide
YLR371W	YNL283C	YAL053W	YMR307W	YMR238W	YFL025C	Diamide
YLR371W	YNL283C	YAL053W	YMR307W	YER145C	YFL025C	Diamide
YLR371W	YJR042W	YDL203C	YKR082W	YDL207W	YER107C	Diamide
YLR371W	YJR042W	YDL203C	YKR082W	YDL207W	YOR046C	Diamide
YLR371W	YJR042W	YDL203C	YKR082W	YDL207W	YBL079W	Diamide
YLR371W	YJR042W	YNL127W	YKR082W	YDL207W	YOR046C	Diamide
YLR371W	YJR042W	YNL127W	YKR082W	YDL207W	YBL079W	Diamide
YLR371W	YJR042W	YNL127W	YKR082W	YML103C	YER107C	Diamide
YLR371W	YJR042W	YNL127W	YKR082W	YML103C	YGL247W	Diamide
YLR371W	YJR042W	YNL127W	YER105C	YER107C	YML103C	Diamide
YLR371W	YJR042W	YNL127W	YHR036W	YML103C	YER107C	Diamide
YLR371W	YJR042W	YJL084C	YKR082W	YML103C	YER107C	Diamide
YLR371W	YJR042W	YNL289W	YKR082W	YDL207W	YER107C	Diamide
YLR371W	YJR042W	YNL289W	YKR082W	YDL207W	YOR046C	Diamide
YLR371W	YJR042W	YNL283C	YKR082W	YDL207W	YOR046C	Diamide
YLR371W	YJR042W	YNL283C	YKR082W	YDL207W	YBL079W	Diamide
YLR371W	YJR042W	YNL283C	YKR082W	YML103C	YER107C	Diamide
YLR371W	YJR042W	YNL283C	YKR082W	YML103C	YGL247W	Diamide
YLR371W	YJR042W	YNL283C	YER105C	YER107C	YML103C	Diamide
YEL036C	YBR290W	YPL227C	YKL008C	YDR297W	YMR272C	Diamide
YEL036C	YBR290W	YPL227C	YKL008C	YPL087W	YMR272C	Diamide
YEL036C	YBR290W	YPL227C	YKL008C	YAL018C	YMR272C	Diamide
YEL036C	YBR290W	YPL227C	YGL051W	YGL012W	YMR272C	Diamide
YEL036C	YBR290W	YPL227C	YHR133C	YKL008C	YBR036C	Diamide
YEL036C	YBR290W	YPL227C	YHR133C	YKL008C	YMR272C	Diamide
YEL036C	YBR290W	YPL227C	YHR133C	YGL012W	YNR019W	Diamide
YDR049W	YML013W	YKL204W	YML029W	YLR144C	YOR288C	Diamide
YDR049W	YML013W	YKL204W	YML029W	YDR411C	YNL219C	Diamide
YPL063W	YKR065C	YEL071W	YCL057C-A	YDR316W	YGR231C	Diamide
YDR405W	YIL073C	YJL112W	none	none	none	Hypo-osmotic_shock
YDR405W	YIL073C	YIL072W	none	none	none	Hypo-osmotic_shock
YDR405W	YIL073C	YGL065C	none	none	none	Hypo-osmotic_shock
YNL217W	YOR099W	YOL132W	none	none	none	Hypo-osmotic_shock
YGR082W	YBR177C	YLR168C	none	none	none	Hypo-osmotic_shock
YGR082W	YML013W	YDR057W	none	none	none	Hypo-osmotic_shock
YHR083W	YOL009C	YGL219C	none	none	none	Hypo-osmotic_shock
YBR085W	YCR061W	YLL048C	YMR192W	none	none	Hypo-osmotic_shock
YMR105C	YDL059C	YDR306C	YKL127W	none	none	Hypo-osmotic_shock
YER107C	YDL207W	YGL092W	YKR082W	none	none	Hypo-osmotic_shock
YER107C	YML103C	YDL207W	YGL092W	none	none	Hypo-osmotic_shock
YOR211C	YDR276C	YOR045W	YBR036C	none	none	Hypo-osmotic_shock
YOR211C	YDR276C	YBR036C	YPL227C	none	none	Hypo-osmotic_shock
YOR211C	YDR276C	YBR036C	YDR011W	none	none	Hypo-osmotic_shock
YOR211C	YDR276C	YBR036C	YAL018C	none	none	Hypo-osmotic_shock
YOR211C	YDR276C	YCL025C	YPL227C	none	none	Hypo-osmotic_shock
YMR061W	YJR093C	YNL092W	YOR329C	none	none	Hypo-osmotic_shock
YML006C	YFL054C	YKL142W	YEL043W	none	none	Hypo-osmotic_shock
YPL085W	YNL049C	YIL051C	YDR517W	none	none	Hypo-osmotic_shock
YDR245W	YGL167C	YBR085W	YPR185W	YER161C	YNR023W	Hypo-osmotic_shock
YDR245W	YGL167C	YBR085W	YER040W	YER161C	YHL025W	Hypo-osmotic_shock
YDL155W	YER040W	YMR036C	YPL267W	YGL167C	YDR245W	Hypo-osmotic_shock
YDL155W	YER040W	YGL167C	YEL036C	YGR231C	YML115C	Hypo-osmotic_shock
YDL155W	YER040W	YGL167C	YEL036C	YIL146C	YML115C	Hypo-osmotic_shock
YLR371W	YJR042W	YKR082W	YER105C	YDR458C	YML103C	Hypo-osmotic_shock
YJR042W	YHR036W	YKR082W	YKL186C	YDR458C	YML103C	Hypo-osmotic_shock
YJR042W	YKR082W	YKL186C	YOR176W	YDL207W	YOR046C	Hypo-osmotic_shock
YJR042W	YKR082W	YKL186C	YPL215W	YDL207W	YBL079W	Hypo-osmotic_shock
YJR042W	YKR082W	YKL186C	YER105C	YDL207W	YOR046C	Hypo-osmotic_shock
YJR042W	YER105C	YKR082W	YOR176W	YML031W	YML103C	Hypo-osmotic_shock
YJR042W	YER105C	YKL186C	YHR036W	YDL207W	YOR046C	Hypo-osmotic_shock
YJR042W	YKL186C	YMR209C	YKR082W	YDL207W	YBL079W	Hypo-osmotic_shock
YAL053W	YMR307W	YOR085W	YFL025C	YDR057W	YMR200W	Hypo-osmotic_shock
YDR168W	YJL165C	YDR463W	YFL029C	YML041C	YPR013C	Hypo-osmotic_shock
YDR168W	YJL165C	YDR463W	YML041C	YCL055W	YPR013C	Hypo-osmotic_shock
YPR101W	YKR086W	YDR088C	YDR482C	YCR063W	YHR167W	Hypo-osmotic_shock
YPR101W	YKR086W	YDR088C	YDR482C	YMR240C	YHR167W	Hypo-osmotic_shock
YPR101W	YKR086W	YDR482C	YKL095W	YDR163W	YHR167W	Hypo-osmotic_shock
YJL005W	YLR200W	YNL098C	none	none	none	Starvation
YNR003C	YGR047C	YAL043C	none	none	none	Starvation
YNR003C	YGR047C	YDR301W	none	none	none	Starvation
YMR105C	YDL059C	YDR306C	YKL127W	none	none	Starvation
YBR290W	YPL227C	YAL018C	YMR272C	none	none	Starvation
YBR290W	YBR110W	YGL012W	YGL065C	none	none	Starvation
YER107C	YER105C	YJR042W	YKR082W	none	none	Starvation
YER107C	YER105C	YML103C	YKR082W	none	none	Starvation
YER107C	YER105C	YBL079W	YGL092W	none	none	Starvation
YER107C	YER105C	YBL079W	YJR042W	none	none	Starvation
YER107C	YDL207W	YER105C	YGL092W	none	none	Starvation
YER107C	YDL207W	YER105C	YKR082W	none	none	Starvation
YER107C	YDL207W	YML103C	YGL092W	none	none	Starvation
YER107C	YDL207W	YML103C	YKR082W	none	none	Starvation
YER107C	YDL207W	YBL079W	YGL092W	none	none	Starvation
YER107C	YDL207W	YBL079W	YKR082W	none	none	Starvation
YER107C	YML103C	YER105C	YGL092W	none	none	Starvation
YER107C	YML103C	YER105C	YKR082W	none	none	Starvation
YLR452C	YMR004W	YNL327W	none	none	none	Nitrogen_depletion
YLR452C	YMR004W	YEL025C	none	none	none	Nitrogen_depletion
YLR452C	YDL180W	YDL186W	none	none	none	Nitrogen_depletion
YPL022W	YHR033W	YNL116W	none	none	none	Nitrogen_depletion
YPL022W	YHR033W	YGR087C	none	none	none	Nitrogen_depletion
YPL022W	YHR033W	YBR195C	none	none	none	Nitrogen_depletion
YPL022W	YNL116W	YGR087C	none	none	none	Nitrogen_depletion
YPL022W	YNL116W	YBR195C	none	none	none	Nitrogen_depletion
YPL022W	YGR087C	YBR195C	none	none	none	Nitrogen_depletion
YPL022W	YOR368W	YCR066W	none	none	none	Nitrogen_depletion
YMR272C	YIL027C	YBR004C	none	none	none	Nitrogen_depletion
YFL045C	YDL059C	YKL127W	none	none	none	Nitrogen_depletion
YPR173C	YHR001W	YKL002W	none	none	none	Nitrogen_depletion
YPR173C	YHR001W	YKL041W	none	none	none	Nitrogen_depletion
YPR173C	YHR001W	YOR275C	none	none	none	Nitrogen_depletion
YPR173C	YHR001W	YKR003W	none	none	none	Nitrogen_depletion
YDL087C	YMR288W	YGL174W	none	none	none	Nitrogen_depletion
YDL087C	YMR288W	YBR237W	none	none	none	Nitrogen_depletion
YOR125C	YJL068C	YDR204W	none	none	none	Nitrogen_depletion
YOR125C	YJL068C	YGR255C	none	none	none	Nitrogen_depletion
YOR125C	YJL068C	YLR290C	none	none	none	Nitrogen_depletion
YOR125C	YDR204W	YGR255C	none	none	none	Nitrogen_depletion
YOR125C	YDR204W	YLR290C	none	none	none	Nitrogen_depletion
YOR125C	YGR255C	YLR290C	none	none	none	Nitrogen_depletion
YOL108C	YHL020C	YLR422W	none	none	none	Nitrogen_depletion
YOL108C	YHL020C	YCR073C	none	none	none	Nitrogen_depletion
YOL108C	YLR422W	YLL007C	none	none	none	Nitrogen_depletion
YOL108C	YBL103C	YIR023W	none	none	none	Nitrogen_depletion
YOR046C	YDL207W	YML103C	none	none	none	Nitrogen_depletion
YOR046C	YDL207W	YBL079W	none	none	none	Nitrogen_depletion
YGR184C	YDL200C	YOR236W	none	none	none	Nitrogen_depletion
YGR250C	YML051W	YOR370C	none	none	none	Nitrogen_depletion
YKL008C	YMR298W	YPL227C	none	none	none	Nitrogen_depletion
YKL008C	YMR298W	YHL003C	none	none	none	Nitrogen_depletion
YKL008C	YPL227C	YHL003C	none	none	none	Nitrogen_depletion
YKL008C	YPL227C	YMR272C	none	none	none	Nitrogen_depletion
YOR085W	YMR200W	YHR101C	none	none	none	Nitrogen_depletion
YNL048W	YDR459C	YGR216C	none	none	none	Nitrogen_depletion
YER136W	YKR014C	YAL002W	none	none	none	Nitrogen_depletion
YJR042W	YKR082W	YML103C	none	none	none	Nitrogen_depletion
YJR042W	YER105C	YDL207W	none	none	none	Nitrogen_depletion
YJR042W	YKL186C	YDL207W	none	none	none	Nitrogen_depletion
YJR042W	YDR458C	YBL079W	none	none	none	Nitrogen_depletion
YJR042W	YHR036W	YML103C	none	none	none	Nitrogen_depletion
YJR042W	YHR036W	YIL040W	none	none	none	Nitrogen_depletion
YDR005C	YER081W	YHR205W	none	none	none	Nitrogen_depletion
YDR005C	YHR205W	YGR262C	none	none	none	Nitrogen_depletion
YCR066W	YOR368W	YOR128C	none	none	none	Nitrogen_depletion
YCR066W	YOR368W	YLR394W	none	none	none	Nitrogen_depletion
YKL048C	YHR111W	YML110C	none	none	none	Nitrogen_depletion
YAL053W	YMR307W	YOR085W	none	none	none	Nitrogen_depletion
YAL053W	YMR307W	YFL025C	none	none	none	Nitrogen_depletion
YBR169C	YNL291C	YPL036W	none	none	none	Nitrogen_depletion
YCR092C	YML095C	YNR058W	none	none	none	Nitrogen_depletion
YLR072W	YGL219C	YOL009C	none	none	none	Nitrogen_depletion
YNL315C	YGL053W	YOR059C	none	none	none	Nitrogen_depletion
YNL315C	YGL053W	YML029W	none	none	none	Nitrogen_depletion
YNL315C	YGL053W	YMR079W	none	none	none	Nitrogen_depletion
YNL315C	YGL053W	YAR031W	none	none	none	Nitrogen_depletion
YNL315C	YGL053W	YFL025C	none	none	none	Nitrogen_depletion
YDR142C	YIL068C	YPL145C	none	none	none	Nitrogen_depletion
YDR142C	YBR179C	YJL197W	none	none	none	Nitrogen_depletion
YJL054W	YPR024W	YGR181W	none	none	none	Nitrogen_depletion
YJL054W	YPR024W	YIL146C	none	none	none	Nitrogen_depletion
YJL054W	YPR024W	YMR115W	none	none	none	Nitrogen_depletion
YJR106W	YCL052C	YJL108C	none	none	none	Nitrogen_depletion
YNL153C	YLR212C	YCR048W	none	none	none	Nitrogen_depletion
YIL078W	YDR108W	YPR078C	none	none	none	Nitrogen_depletion
YJR053W	YGL121C	YOR058C	none	none	none	Nitrogen_depletion
YJR053W	YGL121C	YLR278C	none	none	none	Nitrogen_depletion
YOR103C	YGL247W	YHR036W	none	none	none	Nitrogen_depletion
YOR103C	YGL247W	YIL040W	none	none	none	Nitrogen_depletion
YDR398W	YFL045C	YLR336C	none	none	none	Nitrogen_depletion
YDR398W	YFL045C	YNR032C-A	none	none	none	Nitrogen_depletion
YDR398W	YFL045C	YIL127C	none	none	none	Nitrogen_depletion
YDR398W	YLR336C	YNR032C-A	none	none	none	Nitrogen_depletion
YDR398W	YLR336C	YIL127C	none	none	none	Nitrogen_depletion
YDR398W	YNR032C-A	YIL127C	none	none	none	Nitrogen_depletion
YDR398W	YLR336C	YDR021W	none	none	none	Nitrogen_depletion
YDR398W	YIL127C	YJR105W	none	none	none	Nitrogen_depletion
YBR110W	YNL048W	YDR459C	none	none	none	Nitrogen_depletion
YAL009W	YMR165C	YOL001W	none	none	none	Nitrogen_depletion
YJL066C	YBR262C	YLL009C	none	none	none	Nitrogen_depletion
YHR069C	YPR189W	YNR024W	none	none	none	Nitrogen_depletion
YHR069C	YNR024W	YOR046C	none	none	none	Nitrogen_depletion
YOL149W	YBR094W	YGL222C	none	none	none	Nitrogen_depletion
YOL149W	YBR094W	YLR363C	none	none	none	Nitrogen_depletion
YOL149W	YBR094W	YDR536W	none	none	none	Nitrogen_depletion
YOL149W	YGL222C	YLR363C	none	none	none	Nitrogen_depletion
YOL149W	YGL222C	YDR536W	none	none	none	Nitrogen_depletion
YOL149W	YLR363C	YDR536W	none	none	none	Nitrogen_depletion
YOL149W	YDR536W	YKR036C	none	none	none	Nitrogen_depletion
YOL149W	YDR536W	YPL260W	none	none	none	Nitrogen_depletion
YOL149W	YDR536W	YDR389W	none	none	none	Nitrogen_depletion
YOL149W	YDR536W	YDR272W	none	none	none	Nitrogen_depletion
YOL149W	YDR536W	YGR026W	none	none	none	Nitrogen_depletion
YOL149W	YDR536W	YPL230W	none	none	none	Nitrogen_depletion
YKL056C	YDL200C	YGR184C	none	none	none	Nitrogen_depletion
YPL145C	YBR177C	YGR082W	none	none	none	Nitrogen_depletion
YBL088C	YOR189W	YNL215W	none	none	none	Nitrogen_depletion
YJR070C	YOL045W	YMR041C	none	none	none	Nitrogen_depletion
YNL172W	YOR179C	YPR171W	none	none	none	Nitrogen_depletion
YNL172W	YOR179C	YML058W	none	none	none	Nitrogen_depletion
YNL172W	YOR179C	YDR156W	none	none	none	Nitrogen_depletion
YNL172W	YOR179C	YDL169C	none	none	none	Nitrogen_depletion
YNL172W	YOR179C	YGR131W	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YML058W	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YDR156W	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YDL169C	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YGR131W	none	none	none	Nitrogen_depletion
YNL172W	YML058W	YDR156W	none	none	none	Nitrogen_depletion
YNL172W	YML058W	YDL169C	none	none	none	Nitrogen_depletion
YNL172W	YML058W	YGR131W	none	none	none	Nitrogen_depletion
YNL172W	YDR156W	YDL169C	none	none	none	Nitrogen_depletion
YNL172W	YDR156W	YGR131W	none	none	none	Nitrogen_depletion
YNL172W	YDL169C	YGR131W	none	none	none	Nitrogen_depletion
YNL172W	YDL134C	YHR075C	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YKL007W	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YMR079W	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YOR109W	none	none	none	Nitrogen_depletion
YNL172W	YPR171W	YGL181W	none	none	none	Nitrogen_depletion
YNL172W	YML058W	YJR140C	none	none	none	Nitrogen_depletion
YNL172W	YML058W	YER062C	none	none	none	Nitrogen_depletion
YNL172W	YML058W	YKL037W	none	none	none	Nitrogen_depletion
YDL150W	YGR047C	YKR034W	none	none	none	Nitrogen_depletion
YIL106W	YOR046C	YDL207W	none	none	none	Nitrogen_depletion
YLR417W	YPL065W	YGL045W	none	none	none	Nitrogen_depletion
YDL111C	YOR076C	YNR024W	none	none	none	Nitrogen_depletion
YDL111C	YNR024W	YIL079C	none	none	none	Nitrogen_depletion
YDL111C	YNR024W	YOR046C	none	none	none	Nitrogen_depletion
YPR025C	YKL028W	YLR185W	none	none	none	Nitrogen_depletion
YJL005W	YNL098C	YOL081W	none	none	none	Nitrogen_depletion
YNR003C	YDR005C	YHR205W	none	none	none	Nitrogen_depletion
YNL119W	YHR111W	YML110C	none	none	none	Nitrogen_depletion
YNL119W	YHR111W	YMR065W	none	none	none	Nitrogen_depletion
YBR175W	YOL045W	YOR184W	none	none	none	Nitrogen_depletion
YBR175W	YOL045W	YJR070C	none	none	none	Nitrogen_depletion
YBR260C	YNL094W	YOR109W	none	none	none	Nitrogen_depletion
YBR260C	YNL094W	YOR231W	none	none	none	Nitrogen_depletion
YBR260C	YOR109W	YOR231W	none	none	none	Nitrogen_depletion
YFL033C	YDR168W	YBR035C	none	none	none	Nitrogen_depletion
YFL033C	YDR168W	YMR037C	none	none	none	Nitrogen_depletion
YFL033C	YBR035C	YMR037C	none	none	none	Nitrogen_depletion
YFL033C	YDR168W	YCL055W	none	none	none	Nitrogen_depletion
YFL033C	YDR168W	YLR405W	none	none	none	Nitrogen_depletion
YDR092W	YLR032W	YOR346W	none	none	none	Nitrogen_depletion
YER107C	YML103C	YBL079W	YGL092W	none	none	Nitrogen_depletion
YER107C	YML103C	YBL079W	YKR082W	none	none	Nitrogen_depletion
YER107C	YML103C	YBL079W	YGL247W	none	none	Nitrogen_depletion
YER107C	YBL079W	YER105C	YGL092W	none	none	Nitrogen_depletion
YER107C	YBL079W	YDL207W	YGL092W	none	none	Nitrogen_depletion
YER107C	YBL079W	YML103C	YGL092W	none	none	Nitrogen_depletion
YER107C	YER105C	YKR082W	YDR424C	none	none	Nitrogen_depletion
YER107C	YDL207W	YKR082W	YDR424C	none	none	Nitrogen_depletion
YGR278W	YKR086W	YPR101W	YMR288W	YKL095W	YDR482C	Nitrogen_depletion
YGR278W	YKR086W	YPR101W	YGR049W	YKL095W	YCR063W	Nitrogen_depletion
YGR278W	YKR086W	YPR101W	YGR049W	YKL095W	YDR482C	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YPR101W	YMR288W	YCR063W	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YPR101W	YMR288W	YDR088C	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YPR101W	YMR288W	YDR482C	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YPR101W	YGR049W	YCR063W	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YPR101W	YGR049W	YDR482C	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YMR288W	YPR101W	YCR063W	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YMR288W	YPR101W	YDR088C	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YMR288W	YPR101W	YDR482C	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YGR049W	YPR101W	YCR063W	Nitrogen_depletion
YGR278W	YKR086W	YKL095W	YGR049W	YPR101W	YDR482C	Nitrogen_depletion
YGR278W	YKR086W	YMR288W	YPR101W	YKL095W	YCR063W	Nitrogen_depletion
YGR278W	YKR086W	YMR288W	YPR101W	YKL095W	YDR088C	Nitrogen_depletion
