BioGRID ID	PubMed ID	Query ORF	Query gene	Query allele	Suppressor ORF	Suppressor gene	Suppressor allele	Note
428832	18086892	YPR133C	SPN1	Hypomorphic allele (TS, DAmP, etc)	YHL025W	SNF6	Deletion allele	
428833	18086892	YPR133C	SPN1	Hypomorphic allele (TS, DAmP, etc)	YBR289W	SNF5	Deletion allele	
428834	18086892	YPR133C	SPN1	Hypomorphic allele (TS, DAmP, etc)	YOR290C	SNF2	Deletion allele	
428859	15356266	YER165W	PAB1	Deletion allele	YJL124C	LSM1	Deletion allele	
428873	12154123	YMR284W	YKU70	Deletion allele	YDR217C	RAD9	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
428874	12154123	YMR284W	YKU70	Deletion allele	YBR136W	MEC1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
428875	12154123	YMR284W	YKU70	Deletion allele	YJL030W	MAD2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429268	17205207	YML032C	RAD52	Deletion allele	YKR056W	TRM2	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
429350	17724120	YNR016C	ACC1	Hypomorphic allele (TS, DAmP, etc)	YIL040W	APQ12	Deletion allele	
429351	2668732	YOR151C	RPB2	Hypomorphic allele (TS, DAmP, etc)	YNL238W	KEX2	Spontaneous mutation	
429352	2668732	YDL140C	RPO21	Hypomorphic allele (TS, DAmP, etc)	YNL238W	KEX2	Spontaneous mutation	
429356	10639337	YER133W	GLC7	Hypomorphic allele (TS, DAmP, etc)	YJL095W	BCK1	Overexpression of a mutant allele	
429392	15178333	YBR173C	UMP1	Deletion allele	YDR069C	DOA4	Deletion allele	
429394	15178333	YBR173C	UMP1	Deletion allele	YLL039C	UBI4	Deletion allele	
429419	11514438	YJL124C	LSM1	Deletion allele	YLR398C	SKI2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429420	11514438	YJL124C	LSM1	Deletion allele	YPR189W	SKI3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429421	11514438	YJL124C	LSM1	Deletion allele	YGL213C	SKI8	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429422	11514438	YJL124C	LSM1	Deletion allele	YNL232W	CSL4	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
429423	11514438	YBL026W	LSM2	Hypomorphic allele (TS, DAmP, etc)	YNL232W	CSL4	Specific mutation (activating mutant, phospho-mutant, etc)	
429424	11514438	YCR077C	PAT1	Deletion allele	YNL232W	CSL4	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
429425	11514438	YER146W	LSM5	Hypomorphic allele (TS, DAmP, etc)	YNL232W	CSL4	Specific mutation (activating mutant, phospho-mutant, etc)	
429447	8183345	YIL147C	SLN1	Deletion allele	YLR006C	SSK1	Deletion allele	
429554	12912892	YJL153C	INO1	Deletion allele	YJL117W	PHO86	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429556	16678108	YML069W	POB3	Specific mutation (activating mutant, phospho-mutant, etc)	YAR007C	RFA1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
429710	10219244	YML064C	TEM1	Deletion allele	YJL076W	NET1	Specific mutation (activating mutant, phospho-mutant, etc)	
429790	9003298	YGL097W	SRM1	Hypomorphic allele (TS, DAmP, etc)	YOR204W	DED1	Spontaneous mutation	
429809	10779343	YER165W	PAB1	Deletion allele	YCR077C	PAT1	Deletion allele	
429993	15601835	YOL148C	SPT20	Deletion allele	YDR443C	SSN2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
429994	15601835	YOL148C	SPT20	Deletion allele	YNL021W	HDA1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429995	15601835	YOL148C	SPT20	Deletion allele	YDL002C	NHP10	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
429996	15601835	YOL148C	SPT20	Deletion allele	YML051W	GAL80	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430007	17556048	YNR051C	BRE5	Deletion allele	YMR275C	BUL1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430017	15456753	YPL059W	GRX5	Deletion allele	YER174C	GRX4	Overexpression of a mutant allele	
430018	15456753	YPL059W	GRX5	Deletion allele	YDR098C	GRX3	Overexpression of a mutant allele	
430026	17680779	YER148W	SPT15	Hypomorphic allele (TS, DAmP, etc)	YPR086W	SUA7	Specific mutation (activating mutant, phospho-mutant, etc)	
430034	17705828	YBR143C	SUP45	Hypomorphic allele (TS, DAmP, etc)	YMR080C	NAM7	Deletion allele	
430036	9314526	YNL238W	KEX2	Specific mutation (activating mutant, phospho-mutant, etc)	YLL040C	VPS13	Deletion allele	
430037	17485442	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YJR053W	BFA1	Deletion allele	
430038	17485442	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDL101C	DUN1	Deletion allele	
430039	17485442	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YPL153C	RAD53	Specific mutation (activating mutant, phospho-mutant, etc)	
430040	17485442	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YGL190C	CDC55	Deletion allele	
430041	17485442	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR113C	PDS1	Specific mutation (activating mutant, phospho-mutant, etc)	
430685	20305002	YHR025W	THR1	Deletion allele	YER052C	HOM3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430686	20305002	YCR053W	THR4	Deletion allele	YER052C	HOM3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430690	20305002	YHR025W	THR1	Deletion allele	YDR069C	DOA4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430703	20305002	YHR025W	THR1	Deletion allele	YJR139C	HOM6	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430704	20305002	YCR053W	THR4	Deletion allele	YJR139C	HOM6	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430885	20195513	YLR032W	RAD5	Deletion allele	YJL092W	SRS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430892	20197279	YOL027C	MDM38	Deletion allele	YPR125W	YLH47	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430893	20197279	YOL027C	MDM38	Deletion allele	YDL183C		Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
430994	20182505	YGR038W	ORM1	Deletion allele	YDR062W	LCB2	Hypomorphic allele (TS, DAmP, etc)	
430995	20182505	YLR350W	ORM2	Deletion allele	YDR062W	LCB2	Hypomorphic allele (TS, DAmP, etc)	
430999	12006655	YAL030W	SNC1	Deletion allele	YLR372W	SUR4	Deletion allele	
431002	16103217	YKR086W	PRP16	Hypomorphic allele (TS, DAmP, etc)	YJR050W	ISY1	Deletion allele	
431010	18541668	YPL189C-A	COA2	Deletion allele	YMR089C	YTA12	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
431011	18541668	YPL189C-A	COA2	Deletion allele	YGR112W	SHY1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
431012	18541668	YPL189C-A	COA2	Deletion allele	YIL157C	COA1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
431013	18541668	YPL189C-A	COA2	Deletion allele	Q0045	COX1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
431014	18541668	YPL189C-A	COA2	Deletion allele	YML129C	COX14	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
431015	18541668	YPL132W	COX11	Deletion allele	YGR112W	SHY1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
431829	10894549	YOR372C	NDD1	Deletion allele	YNL068C	FKH2	Deletion allele	
431836	15082529	YJL194W	CDC6	Hypomorphic allele (TS, DAmP, etc)	YDL042C	SIR2	Deletion allele	
431837	15082529	YJL194W	CDC6	Hypomorphic allele (TS, DAmP, etc)	YDR227W	SIR4	Deletion allele	
431838	15082529	YJL194W	CDC6	Hypomorphic allele (TS, DAmP, etc)	YLR442C	SIR3	Deletion allele	
431839	15082529	YBL023C	MCM2	Hypomorphic allele (TS, DAmP, etc)	YDL042C	SIR2	Deletion allele	
431840	15082529	YNL261W	ORC5	Hypomorphic allele (TS, DAmP, etc)	YDL042C	SIR2	Deletion allele	
431841	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YGR262C	BUD32	Deletion allele	
431842	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR217C	RAD9	Deletion allele	
431843	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR143C	SAN1	Deletion allele	
431844	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YDR206W	EBS1	Deletion allele	
431845	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YML061C	PIF1	Deletion allele	
431846	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YER177W	BMH1	Deletion allele	
431847	16564010	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YML036W	CGI121	Deletion allele	
431987	13680156	YKR048C	NAP1	Deletion allele	YAL020C	ATS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
431995	18667533	YAL024C	LTE1	Deletion allele	YJR053W	BFA1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
432004	14743219	YHR166C	CDC23	Hypomorphic allele (TS, DAmP, etc)	YGL116W	CDC20	Overexpression of a mutant allele	
432030	9819425	YER165W	PAB1	Deletion allele	YGR178C	PBP1	Deletion allele	
432034	14645527	YFR010W	UBP6	Deletion allele	YJL001W	PRE3	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
432037	18408732	YMR033W	ARP9	Deletion allele	YIL126W	STH1	Spontaneous mutation	
432061	15769879	YER165W	PAB1	Deletion allele	YOR001W	RRP6	Deletion allele	
432263	20352263	YGL178W	MPT5	Specific mutation (activating mutant, phospho-mutant, etc)	YDL042C	SIR2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
432264	20352263	YGL178W	MPT5	Specific mutation (activating mutant, phospho-mutant, etc)	YLR442C	SIR3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
432265	20352263	YGL178W	MPT5	Specific mutation (activating mutant, phospho-mutant, etc)	YDR227W	SIR4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435160	15107423	YJR104C	SOD1	Deletion allele	YPL135W	ISU1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
435161	15107423	YJR104C	SOD1	Deletion allele	YCL017C	NFS1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
435162	15107423	YJR104C	SOD1	Deletion allele	YGL018C	JAC1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
435163	15107423	YJR104C	SOD1	Deletion allele	YLR369W	SSQ1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
435164	15107423	YJR104C	SOD1	Deletion allele	YNL076W	MKS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435169	16716188	YBR060C	ORC2	Hypomorphic allele (TS, DAmP, etc)	YJL030W	MAD2	Deletion allele	
435170	16716188	YNL102W	POL1	Hypomorphic allele (TS, DAmP, etc)	YJL030W	MAD2	Deletion allele	
435177	15514051	YOR249C	APC5	Hypomorphic allele (TS, DAmP, etc)	YGL208W	SIP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435248	8264591	YJR048W	CYC1	Hypomorphic allele (TS, DAmP, etc)	YDL140C	RPO21	Spontaneous mutation	
435270	8725217	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	YDR443C	SSN2	Deletion allele	
435604	20371607	YNL241C	ZWF1	Deletion allele	YBR291C	CTP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435605	20371607	YMR241W	YHM2	Deletion allele	YBR291C	CTP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435657	8152414	YBL105C	PKC1	Deletion allele	YGR282C	BGL2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435692	16437165	YGL075C	MPS2	Hypomorphic allele (TS, DAmP, etc)	YIL030C	SSM4	Deletion allele	
435728	14515169	YNL225C	CNM67	Deletion allele	YOR129C	AFI1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435730	18493057	YOR001W	RRP6	Deletion allele	YLR175W	CBF5	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
435734	14593073	YKL203C	TOR2	Specific mutation (activating mutant, phospho-mutant, etc)	YDR389W	SAC7	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435826	20388713	YGR023W	MTL1	Deletion allele	YNL098C	RAS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
435860	20385585	YCR066W	RAD18	Deletion allele	YBR088C	POL30	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
436031	9740799	YLR229C	CDC42	Hypomorphic allele (TS, DAmP, etc)	YKR048C	NAP1	Deletion allele	
436032	10490594	YMR125W	STO1	Deletion allele	YPL178W	CBC2	Deletion allele	
436257	10747049	YBL084C	CDC27	Hypomorphic allele (TS, DAmP, etc)	YFL009W	CDC4	Hypomorphic allele (TS, DAmP, etc)	
436258	10747049	YHR166C	CDC23	Hypomorphic allele (TS, DAmP, etc)	YFL009W	CDC4	Hypomorphic allele (TS, DAmP, etc)	
436259	10747049	YBL084C	CDC27	Hypomorphic allele (TS, DAmP, etc)	YDR054C	CDC34	Hypomorphic allele (TS, DAmP, etc)	
436884	20399152	YML032C	RAD52	Deletion allele	YOR258W	HNT3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
436885	20399152	YER095W	RAD51	Deletion allele	YOR258W	HNT3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437060	18245327	YDL102W	POL3	Specific mutation (activating mutant, phospho-mutant, etc)	YJL168C	SET2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437061	18245327	YPR135W	CTF4	Deletion allele	YJL168C	SET2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437062	18245327	YBR060C	ORC2	Specific mutation (activating mutant, phospho-mutant, etc)	YER164W	CHD1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437063	18245327	YDL002C	NHP10	Deletion allele	YJL168C	SET2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437089	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YMR125W	STO1	Specific mutation (activating mutant, phospho-mutant, etc)	
437090	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YBR055C	PRP6	Specific mutation (activating mutant, phospho-mutant, etc)	
437091	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YLR223C	IFH1	Specific mutation (activating mutant, phospho-mutant, etc)	
437092	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YKL020C	SPT23	Specific mutation (activating mutant, phospho-mutant, etc)	
437093	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YER151C	UBP3	Specific mutation (activating mutant, phospho-mutant, etc)	
437094	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YDR069C	DOA4	Specific mutation (activating mutant, phospho-mutant, etc)	
437095	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YLR119W	SRN2	Specific mutation (activating mutant, phospho-mutant, etc)	
437096	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YNR006W	VPS27	Specific mutation (activating mutant, phospho-mutant, etc)	
437097	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YMR022W	UBC7	Specific mutation (activating mutant, phospho-mutant, etc)	
437098	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YMR264W	CUE1	Specific mutation (activating mutant, phospho-mutant, etc)	
437103	11922108	YJL062W	LAS21	Deletion allele	YER118C	SHO1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437104	11922108	YJL062W	LAS21	Deletion allele	YLR006C	SSK1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437274	9281582	YPL155C	KIP2	Deletion allele	YGL216W	KIP3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437275	9281582	YPL155C	KIP2	Deletion allele	YKR054C	DYN1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437277	9281582	YKR054C	DYN1	Deletion allele	YPL155C	KIP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437306	10961692	YDR047W	HEM12	Hypomorphic allele (TS, DAmP, etc)	YPL237W	SUI3	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
437307	10961692	YDR047W	HEM12	Hypomorphic allele (TS, DAmP, etc)	YNL244C	SUI1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
437311	8808631	YER012W	PRE1	Hypomorphic allele (TS, DAmP, etc)	YPR103W	PRE2	Specific mutation (activating mutant, phospho-mutant, etc)	
437345	10733586	YIL115C	NUP159	Hypomorphic allele (TS, DAmP, etc)	YMR125W	STO1	Deletion allele	
437351	12808031	YLR368W	MDM30	Deletion allele	YLL001W	DNM1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
437365	10547371	YLR378C	SEC61	Hypomorphic allele (TS, DAmP, etc)	YLR207W	HRD3	Deletion allele	
437443	11742997	YGL252C	RTG2	Deletion allele	YNL006W	LST8	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
437459	20429018	YOL001W	PHO80	Deletion allele	YFR034C	PHO4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
438025	16287875	YBR136W	MEC1	Deletion allele	YGL090W	LIF1	Deletion allele	
