BioGRID ID	PubMed ID	Query ORF	Query gene	Query allele	Suppressor ORF	Suppressor gene	Suppressor allele	Note
161277	12968183	YCR066W	RAD18	Deletion allele	YDR409W	SIZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161285	6373495	YDR477W	SNF1	Deletion allele	YGL035C	MIG1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161286	6373495	YDR477W	SNF1	Deletion allele	YDR443C	SSN2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161287	6373495	YDR477W	SNF1	Deletion allele	YPL042C	SSN3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161288	6373495	YDR477W	SNF1	Deletion allele	YNL236W	SIN4	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161289	6373495	YDR477W	SNF1	Deletion allele	YCR081W	SRB8	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161290	6373495	YDR477W	SNF1	Deletion allele	YBR112C	CYC8	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161291	6373495	YDR477W	SNF1	Deletion allele	YBL093C	ROX3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161292	6373495	YDR477W	SNF1	Deletion allele	YNL025C	SSN8	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161306	12810702	YML008C	ERG6	Deletion allele	YOR036W	PEP12	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161307	12810702	YML008C	ERG6	Deletion allele	YMR275C	BUL1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161308	12810702	YML008C	ERG6	Deletion allele	YDR069C	DOA4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161309	12810702	YML126C	ERG13	Deletion allele	YMR275C	BUL1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161363	14709724	YMR284W	YKU70	Deletion allele	YDR217C	RAD9	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161364	14709724	YMR284W	YKU70	Deletion allele	YBR274W	CHK1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161401	15024067	YOR368W	RAD17	Deletion allele	YBL051C	PIN4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161435	10980700	YEL037C	RAD23	Deletion allele	YBR082C	UBC4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161436	10980700	YEL037C	RAD23	Deletion allele	YDL190C	UFD2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161476	15014446	YKR008W	RSC4	Hypomorphic allele (TS, DAmP, etc)	YNL021W	HDA1	Deletion allele	
161477	15014446	YKR008W	RSC4	Hypomorphic allele (TS, DAmP, etc)	YPR068C	HOS1	Deletion allele	
161478	15014446	YKR008W	RSC4	Hypomorphic allele (TS, DAmP, etc)	YGL194C	HOS2	Deletion allele	
161479	15014446	YKR008W	RSC4	Hypomorphic allele (TS, DAmP, etc)	YPL116W	HOS3	Deletion allele	
161480	15014446	YKR008W	RSC4	Hypomorphic allele (TS, DAmP, etc)	YDL042C	SIR2	Deletion allele	
161558	10899127	YJR017C	ESS1	Hypomorphic allele (TS, DAmP, etc)	YNL330C	RPD3	Deletion allele	
161574	1996089	YGL166W	CUP2	Deletion allele	YGL073W	HSF1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161655	10101159	Q0105	COB	Specific mutation (activating mutant, phospho-mutant, etc)	YOR017W	PET127	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161680	9144215	YPR163C	TIF3	Deletion allele	YOR276W	CAF20	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161684	9144215	YOR204W	DED1	Specific mutation (activating mutant, phospho-mutant, etc)	YOR276W	CAF20	Deletion allele	
161685	9144215	YGR162W	TIF4631	Deletion allele	YOR276W	CAF20	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
161698	9770489	YMR079W	SEC14	Hypomorphic allele (TS, DAmP, etc)	YGR202C	PCT1	Specific mutation (activating mutant, phospho-mutant, etc)	
161720	3099165	YNR045W	PET494	Deletion allele	Q0275	COX3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161721	3030734	YNR045W	PET494	Specific mutation (activating mutant, phospho-mutant, etc)	Q0275	COX3	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
161725	15023343	YDL003W	MCD1	Hypomorphic allele (TS, DAmP, etc)	YIL126W	STH1	Specific mutation (activating mutant, phospho-mutant, etc)	
161726	15023343	YDL003W	MCD1	Hypomorphic allele (TS, DAmP, etc)	YLR357W	RSC2	Deletion allele	
161761	1996139	YHR165C	PRP8	Hypomorphic allele (TS, DAmP, etc)	YOR204W	DED1	Spontaneous mutation	
161771	11514438	YNL147W	LSM7	Deletion allele	YNL232W	CSL4	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
161860	7498783	YML032C	RAD52	Hypomorphic allele (TS, DAmP, etc)	YDR257C	RKM4	Spontaneous mutation	
161875	2010088	YDR243C	PRP28	Hypomorphic allele (TS, DAmP, etc)	YHR165C	PRP8	Spontaneous mutation	
161896	9055069	YDR081C	PDC2	Deletion allele	YGR240C	PFK1	Deletion allele	
161902	11717439	YER154W	OXA1	Deletion allele	YGR183C	QCR9	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161903	11717439	YER154W	OXA1	Deletion allele	YOR065W	CYT1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
161907	3066684	YML085C	TUB1	Hypomorphic allele (TS, DAmP, etc)	YFL037W	TUB2	Spontaneous mutation	
161917	11029042	YDR069C	DOA4	Hypomorphic allele (TS, DAmP, etc)	YLR025W	SNF7	Spontaneous mutation	
161918	11029042	YDR069C	DOA4	Hypomorphic allele (TS, DAmP, etc)	YKR035W-A	DID2	Spontaneous mutation	
161919	11029042	YDR069C	DOA4	Hypomorphic allele (TS, DAmP, etc)	YKL041W	VPS24	Spontaneous mutation	
161920	11029042	YDR069C	DOA4	Hypomorphic allele (TS, DAmP, etc)	YKL002W	DID4	Spontaneous mutation	
161921	11029042	YDR069C	DOA4	Hypomorphic allele (TS, DAmP, etc)	YPR173C	VPS4	Spontaneous mutation	
161922	11029042	YDR069C	DOA4	Hypomorphic allele (TS, DAmP, etc)	YNR006W	VPS27	Spontaneous mutation	
161925	9788876	YDR129C	SAC6	Hypomorphic allele (TS, DAmP, etc)	YIL002C	INP51	Deletion allele	
161928	8034742	YFL039C	ACT1	Hypomorphic allele (TS, DAmP, etc)	YDR129C	SAC6	Overexpression of a mutant allele	
161966	9710590	YER165W	PAB1	Deletion allele	YJL124C	LSM1	Spontaneous mutation	
162012	8930901	YPL091W	GLR1	Deletion allele	YGR209C	TRX2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162033	14557538	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YMR022W	UBC7	Deletion allele	
162034	14557538	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YMR264W	CUE1	Deletion allele	
162035	14557538	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YOL013C	HRD1	Deletion allele	
162036	14557538	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YIL030C	SSM4	Deletion allele	
162042	8622646	YOR290C	SNF2	Deletion allele	YBR009C	HHF1	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
162059	8649384	YPR024W	YME1	Hypomorphic allele (TS, DAmP, etc)	YMR302C	YME2	Deletion allele	
162110	3882709	YHL038C	CBP2	Specific mutation (activating mutant, phospho-mutant, etc)	Q0105	COB	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
162136	2693207	YDL140C	RPO21	Hypomorphic allele (TS, DAmP, etc)	YHR041C	SRB2	Spontaneous mutation	
162162	6991493	YKL184W	SPE1	Specific mutation (activating mutant, phospho-mutant, etc)	YLR146C	SPE4	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
162168	11879634	YJL099W	CHS6	Deletion allele	YLR170C	APS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162169	11879634	YJL099W	CHS6	Deletion allele	YKL135C	APL2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162170	11879634	YJL099W	CHS6	Deletion allele	YPR029C	APL4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162171	11879634	YJL099W	CHS6	Deletion allele	YPL259C	APM1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162172	11879634	YJL099W	CHS6	Deletion allele	YDL192W	ARF1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162173	11879634	YJL099W	CHS6	Deletion allele	YGL206C	CHC1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162191	11038182	YBR179C	FZO1	Deletion allele	YJL112W	MDV1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
162205	11438659	YDR005C	MAF1	Deletion allele	YOR116C	RPO31	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
162247	15166139	YDL108W	KIN28	Hypomorphic allele (TS, DAmP, etc)	YJR017C	ESS1	Specific mutation (activating mutant, phospho-mutant, etc)	
162248	15166139	YJR017C	ESS1	Hypomorphic allele (TS, DAmP, etc)	YDL108W	KIN28	Hypomorphic allele (TS, DAmP, etc)	
162252	15166139	YJR017C	ESS1	Deletion allele	YPL042C	SSN3	Deletion allele	
162355	1846671	YOR341W	RPA190	Hypomorphic allele (TS, DAmP, etc)	YPR010C	RPA135	Spontaneous mutation	
162359	9419344	YER026C	CHO1	Deletion allele	YJL134W	LCB3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162377	11780629	YDL160C	DHH1	Deletion allele	YOR276W	CAF20	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162380	11156604	YDL084W	SUB2	Deletion allele	YKL074C	MUD2	Deletion allele	
162422	12941945	YIL031W	ULP2	Specific mutation (activating mutant, phospho-mutant, etc)	YDR510W	SMT3	Deletion allele	
162424	1997207	YMR079W	SEC14	Deletion allele	YLR133W	CKI1	Deletion allele	
162508	12727869	YPL188W	POS5	Deletion allele	YBR003W	COQ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162551	14573467	YML124C	TUB3	Deletion allele	YDR183W	PLP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162553	14573467	YGR078C	PAC10	Deletion allele	YDR183W	PLP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162603	11777922	YGR009C	SEC9	Hypomorphic allele (TS, DAmP, etc)	YPL232W	SSO1	Overexpression of a mutant allele	
162785	15169880	YCR066W	RAD18	Deletion allele	YPL020C	ULP1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
162872	15265867	YKL203C	TOR2	Hypomorphic allele (TS, DAmP, etc)	YIL002C	INP51	Deletion allele	
162873	15265867	YOR008C	SLG1	Deletion allele	YIL002C	INP51	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162874	15265867	YLR371W	ROM2	Deletion allele	YIL002C	INP51	Deletion allele	
162901	15125837	YKR086W	PRP16	Hypomorphic allele (TS, DAmP, etc)	YHR165C	PRP8	Spontaneous mutation	
162918	14558142	YIL154C	IMP2'	Deletion allele	YGL035C	MIG1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162919	14558142	YIL154C	IMP2'	Deletion allele	YDR043C	NRG1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
162929	12185836	YBR058C-A	TSC3	Deletion allele	YDR062W	LCB2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163086	15531585	YBR019C	GAL10	Specific mutation (activating mutant, phospho-mutant, etc)	YGR116W	SPT6	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
163286	15643069	YOR249C	APC5	Hypomorphic allele (TS, DAmP, etc)	YMR022W	UBC7	Deletion allele	
163301	14978213	YLL026W	HSP104	Specific mutation (activating mutant, phospho-mutant, etc)	YHR107C	CDC12	Spontaneous mutation	
163346	15630021	YER165W	PAB1	Deletion allele	YOR001W	RRP6	Deletion allele	
163358	15619606	YOR046C	DBP5	Hypomorphic allele (TS, DAmP, etc)	YGL130W	CEG1	Specific mutation (activating mutant, phospho-mutant, etc)	
163401	15572698	YPR086W	SUA7	Hypomorphic allele (TS, DAmP, etc)	YGR186W	TFG1	Specific mutation (activating mutant, phospho-mutant, etc)	
163502	15589151	YBR136W	MEC1	Deletion allele	YML058W	SML1	Deletion allele	
163548	12429822	YHL031C	GOS1	Deletion allele	YKL179C	COY1	Deletion allele	
163549	8408076	YMR296C	LCB1	Deletion allele	YDL052C	SLC1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
163576	8649379	YMR202W	ERG2	Deletion allele	YCR034W	FEN1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
163655	9804843	YBR036C	CSG2	Deletion allele	YDR297W	SUR2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163722	9804843	YBR036C	CSG2	Deletion allele	YBR265W	TSC10	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163723	9804843	YBR036C	CSG2	Deletion allele	YDL015C	TSC13	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163724	9804843	YBR036C	CSG2	Deletion allele	YDR208W	MSS4	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163725	9804843	YBR036C	CSG2	Deletion allele	YER093C	TSC11	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163726	9804843	YBR036C	CSG2	Deletion allele	YKL203C	TOR2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163727	9804843	YBR036C	CSG2	Deletion allele	YMR296C	LCB1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163728	9804843	YBR036C	CSG2	Deletion allele	YNL330C	RPD3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163729	9804843	YBR036C	CSG2	Deletion allele	YOL004W	SIN3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163730	9804843	YBR036C	CSG2	Deletion allele	YPL231W	FAS2	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
163750	15780940	YNL272C	SEC2	Hypomorphic allele (TS, DAmP, etc)	YLR384C	IKI3	Deletion allele	
163751	15780940	YFL005W	SEC4	Hypomorphic allele (TS, DAmP, etc)	YLR384C	IKI3	Deletion allele	
163752	15780940	YNL272C	SEC2	Hypomorphic allele (TS, DAmP, etc)	YGR200C	ELP2	Deletion allele	
163753	15780940	YNL272C	SEC2	Hypomorphic allele (TS, DAmP, etc)	YPL086C	ELP3	Deletion allele	
163783	15507115	YDL102W	POL3	Hypomorphic allele (TS, DAmP, etc)	YCR066W	RAD18	Deletion allele	
163784	15793567	YOL034W	SMC5	Hypomorphic allele (TS, DAmP, etc)	YML032C	RAD52	Deletion allele	
163785	15793567	YLR383W	SMC6	Hypomorphic allele (TS, DAmP, etc)	YML032C	RAD52	Deletion allele	
163802	15817450	YIL031W	ULP2	Deletion allele	YDL064W	UBC9	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
163844	15632076	YKL052C	ASK1	Hypomorphic allele (TS, DAmP, etc)	YNL098C	RAS2	Deletion allele	
163973	15899853	YPL024W	RMI1	Deletion allele	YMR190C	SGS1	Deletion allele	
163994	15563612	YCL004W	PGS1	Deletion allele	YOR336W	KRE5	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
164008	15944735	YHR119W	SET1	Deletion allele	YER164W	CHD1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164033	16081422	YGR186W	TFG1	Specific mutation (activating mutant, phospho-mutant, etc)	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	
164034	16081422	YGR186W	TFG1	Specific mutation (activating mutant, phospho-mutant, etc)	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	
164106	15692572	YDR381W	YRA1	Deletion allele	YIL149C	MLP2	Deletion allele	
164107	15692572	YDR381W	YRA1	Hypomorphic allele (TS, DAmP, etc)	YKR095W	MLP1	Deletion allele	
164108	15692572	YDR138W	HPR1	Deletion allele	YKR095W	MLP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164109	15692572	YGL122C	NAB2	Hypomorphic allele (TS, DAmP, etc)	YKR095W	MLP1	Deletion allele	
164110	15692572	YGL122C	NAB2	Hypomorphic allele (TS, DAmP, etc)	YIL149C	MLP2	Deletion allele	
164111	15692572	YDR138W	HPR1	Deletion allele	YIL149C	MLP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164114	15692572	YOR001W	RRP6	Deletion allele	YIL149C	MLP2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164123	15987999	YGL207W	SPT16	Hypomorphic allele (TS, DAmP, etc)	YDR392W	SPT3	Deletion allele	
164127	15987999	YLR055C	SPT8	Deletion allele	YGL207W	SPT16	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
164202	16039590	YMR001C	CDC5	Hypomorphic allele (TS, DAmP, etc)	YMR055C	BUB2	Deletion allele	
164203	15889139	YPL024W	RMI1	Deletion allele	YMR190C	SGS1	Deletion allele	
164212	15889139	YPL024W	RMI1	Deletion allele	YER095W	RAD51	Deletion allele	
164213	15889139	YPL024W	RMI1	Deletion allele	YML032C	RAD52	Deletion allele	
164214	15889139	YPL024W	RMI1	Deletion allele	YGL163C	RAD54	Deletion allele	
164357	16183906	YDL029W	ARP2	Hypomorphic allele (TS, DAmP, etc)	YCR088W	ABP1	Deletion allele	
164358	16183906	YOR181W	LAS17	Deletion allele	YCR088W	ABP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164359	16183906	YDL029W	ARP2	Hypomorphic allele (TS, DAmP, etc)	YIR006C	PAN1	Specific mutation (activating mutant, phospho-mutant, etc)	
164366	16147988	YDL140C	RPO21	Hypomorphic allele (TS, DAmP, etc)	YGR186W	TFG1	Specific mutation (activating mutant, phospho-mutant, etc)	
164506	15716495	YDR477W	SNF1	Deletion allele	YDL047W	SIT4	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
164519	15654096	YMR190C	SGS1	Deletion allele	YHL006C	SHU1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164520	15654096	YMR190C	SGS1	Deletion allele	YDR078C	SHU2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164521	15654096	YMR190C	SGS1	Deletion allele	YLR376C	PSY3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164522	15654096	YMR190C	SGS1	Deletion allele	YIL132C	CSM2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164712	12949174	YDR389W	SAC7	Deletion allele	YLR332W	MID2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
164714	12949174	YLR371W	ROM2	Deletion allele	YOL109W	ZEO1	Deletion allele	
165643	12454058	YNL161W	CBK1	Deletion allele	YDR293C	SSD1	Deletion allele	
165644	12454058	YFL034C-B	MOB2	Deletion allele	YDR293C	SSD1	Deletion allele	
165645	12454058	YKL189W	HYM1	Deletion allele	YDR293C	SSD1	Deletion allele	
165646	12454058	YHR102W	KIC1	Deletion allele	YDR293C	SSD1	Deletion allele	
165647	12454058	YIL129C	TAO3	Deletion allele	YDR293C	SSD1	Deletion allele	
195053	16162818	YDR381W	YRA1	Hypomorphic allele (TS, DAmP, etc)	YML107C	PML39	Deletion allele	
195209	16287875	YBR136W	MEC1	Deletion allele	YMR284W	YKU70	Deletion allele	
195210	16287875	YBR136W	MEC1	Deletion allele	YML058W	SML1	Deletion allele	
195423	16287868	YGR252W	GCN5	Specific mutation (activating mutant, phospho-mutant, etc)	YDR028C	REG1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
195430	16143104	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YHR119W	SET1	Deletion allele	
195438	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YER148W	SPT15	Spontaneous mutation	
195439	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YER159C	BUR6	Spontaneous mutation	
195440	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YDR510W	SMT3	Spontaneous mutation	
195441	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YPR180W	AOS1	Spontaneous mutation	
195442	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YDR390C	UBA2	Spontaneous mutation	
195443	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YDL064W	UBC9	Spontaneous mutation	
195444	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YPL020C	ULP1	Spontaneous mutation	
195445	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YIL031W	ULP2	Spontaneous mutation	
195446	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YDL013W	SLX5	Deletion allele	
195447	16387868	YPL082C	MOT1	Hypomorphic allele (TS, DAmP, etc)	YER116C	SLX8	Deletion allele	
195846	16118201	YOR098C	NUP1	Deletion allele	YKL068W	NUP100	Deletion allele	
195847	16118201	YOR098C	NUP1	Deletion allele	YNR030W	ALG12	Deletion allele	
195848	16118201	YOR098C	NUP1	Deletion allele	YMR129W	POM152	Specific mutation (activating mutant, phospho-mutant, etc)	
195924	16431986	YLR277C	YSH1	Hypomorphic allele (TS, DAmP, etc)	YOR179C	SYC1	Deletion allele	
196092	16449653	YLR032W	RAD5	Deletion allele	YJL092W	SRS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196093	16449653	YCR066W	RAD18	Deletion allele	YJL092W	SRS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196097	16449653	YLR032W	RAD5	Deletion allele	YDR409W	SIZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196098	16449653	YCR066W	RAD18	Deletion allele	YDR409W	SIZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196099	16449653	YBR136W	MEC1	Deletion allele	YDR409W	SIZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196100	16449653	YAR007C	RFA1	Specific mutation (activating mutant, phospho-mutant, etc)	YDR409W	SIZ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196171	16571676	YMR001C	CDC5	Hypomorphic allele (TS, DAmP, etc)	YJL187C	SWE1	Deletion allele	
196228	16564010	YMR284W	YKU70	Deletion allele	YML036W	CGI121	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196273	16537909	YPL209C	IPL1	Hypomorphic allele (TS, DAmP, etc)	YER133W	GLC7	Hypomorphic allele (TS, DAmP, etc)	
196357	16607517	YIL035C	CKA1	Deletion allele	YDR043C	NRG1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196471	16467471	YMR094W	CTF13	Hypomorphic allele (TS, DAmP, etc)	YDR206W	EBS1	Deletion allele	
196472	16467471	YCL030C	HIS4	Specific mutation (activating mutant, phospho-mutant, etc)	YDR206W	EBS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
196513	16537895	YHR164C	DNA2	Deletion allele	YML061C	PIF1	Deletion allele	
196515	16537895	YML061C	PIF1	Deletion allele	YJR043C	POL32	Deletion allele	
196565	15911580	YDR260C	SWM1	Deletion allele	YJL030W	MAD2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202020	8902631	YNR026C	SEC12	Hypomorphic allele (TS, DAmP, etc)	YPL049C	DIG1	Spontaneous mutation	
202021	8902631	YNR026C	SEC12	Hypomorphic allele (TS, DAmP, etc)	YDR480W	DIG2	Spontaneous mutation	
202220	7803857	YPR024W	YME1	Deletion allele	YDR394W	RPT3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
202273	16951088	YGR252W	GCN5	Deletion allele	YJL187C	SWE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202274	16951088	YKL101W	HSL1	Deletion allele	YJL187C	SWE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202275	16951088	YBR133C	HSL7	Deletion allele	YJL187C	SWE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202276	16951088	YNL330C	RPD3	Deletion allele	YJL187C	SWE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202306	16916637	YPL153C	RAD53	Deletion allele	YNR009W	NRM1	Deletion allele	
202307	16916637	YBR136W	MEC1	Deletion allele	YNR009W	NRM1	Deletion allele	
202362	16823886	YJL129C	TRK1	Deletion allele	YOL004W	SIN3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202671	16427015	YDL190C	UFD2	Deletion allele	YKL213C	DOA1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
202672	16427015	YDL190C	UFD2	Deletion allele	YFL044C	OTU1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203234	16009724	YBR179C	FZO1	Deletion allele	YJL112W	MDV1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203499	16219787	YCR014C	POL4	Deletion allele	YMR284W	YKU70	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203595	16227598	YGL045W	RIM8	Deletion allele	YKL002W	DID4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203596	16227598	YGL045W	RIM8	Deletion allele	YKL041W	VPS24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203597	16227598	YGL045W	RIM8	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203598	16227598	YMR063W	RIM9	Deletion allele	YKL002W	DID4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203599	16227598	YMR063W	RIM9	Deletion allele	YKL041W	VPS24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203600	16227598	YMR063W	RIM9	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203601	16227598	YNL294C	RIM21	Deletion allele	YKL002W	DID4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203602	16227598	YNL294C	RIM21	Deletion allele	YKL041W	VPS24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203603	16227598	YNL294C	RIM21	Deletion allele	YPR173C	VPS4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203604	16227598	YCL008C	STP22	Deletion allele	YKL041W	VPS24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203605	16227598	YPL065W	VPS28	Deletion allele	YKL041W	VPS24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203606	16227598	YPL002C	SNF8	Deletion allele	YKL041W	VPS24	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
203698	15902270	YBR019C	GAL10	Specific mutation (activating mutant, phospho-mutant, etc)	YGR063C	SPT4	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
203699	15902270	YBR019C	GAL10	Specific mutation (activating mutant, phospho-mutant, etc)	YGR116W	SPT6	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
203700	15902270	YBR019C	GAL10	Specific mutation (activating mutant, phospho-mutant, etc)	YDR432W	NPL3	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
203987	15113827	YBR109C	CMD1	Hypomorphic allele (TS, DAmP, etc)	YDR356W	SPC110	Overexpression of a mutant allele	
