ORF Complex
YAR014C Bud14p/Glc7p_complex
YER133W Bud14p/Glc7p_complex
YGL134W Pho85p/Pcl10p_complex
YPL031C Pho85p/Pcl10p_complex
YKL028W transcription_factor_TFIIE_complex
YKR062W transcription_factor_TFIIE_complex
YEL036C "alpha-1,6-mannosyltransferase_complex(Anp1p/Mnn9p)"
YJR075W "alpha-1,6-mannosyltransferase_complex(Anp1p/Mnn9p)"
YDR245W "alpha-1,6-mannosyltransferase_complex(Anp1p/Mnn9p)"
YJL183W "alpha-1,6-mannosyltransferase_complex(Anp1p/Mnn9p)"
YPL050C "alpha-1,6-mannosyltransferase_complex(Anp1p/Mnn9p)"
YDL090C protein_farnesyltransferase_complex
YKL019W protein_farnesyltransferase_complex
YJL041W Nsp1p_complex
YFR002W Nsp1p_complex
YGL172W Nsp1p_complex
YGR119C Nsp1p_complex
YPR023C Rpd3S_complex
YMR075W Rpd3S_complex
YNL330C Rpd3S_complex
YOL004W Rpd3S_complex
YPL139C Rpd3S_complex
YPL167C zeta_DNA_polymerase_complex
YIL139C zeta_DNA_polymerase_complex
YLR274W Mcm2-7_complex
YBR202W Mcm2-7_complex
YPR019W Mcm2-7_complex
YBL023C Mcm2-7_complex
YEL032W Mcm2-7_complex
YGL201C Mcm2-7_complex
YML121W GSE_Complex
YGR163W GSE_Complex
YKL143W GSE_Complex
YKR007W GSE_Complex
YBR077C GSE_Complex
YBR160W Cdc28p/Clb3p_complex
YDL155W Cdc28p/Clb3p_complex
YNL232W Cytoplasmic_exosome_complex
YOL021C Cytoplasmic_exosome_complex
YGR158C Cytoplasmic_exosome_complex
YHR069C Cytoplasmic_exosome_complex
YOL142W Cytoplasmic_exosome_complex
YDL111C Cytoplasmic_exosome_complex
YCR035C Cytoplasmic_exosome_complex
YDR280W Cytoplasmic_exosome_complex
YGR095C Cytoplasmic_exosome_complex
YGR195W Cytoplasmic_exosome_complex
YPR034W RSC_complex
YMR033W RSC_complex
YCR020W-B RSC_complex
YBL006C RSC_complex
YMR091C RSC_complex
YGR056W RSC_complex
YLR357W RSC_complex
YDR303C RSC_complex
YHR056C RSC_complex
YKR008W RSC_complex
YLR033W RSC_complex
YCR052W RSC_complex
YFR037C RSC_complex
YML127W RSC_complex
YGR275W RSC_complex
YLR321C RSC_complex
YIL126W RSC_complex
YCL031C UTP_C_complex
YGR090W UTP_C_complex
YIL035C UTP_C_complex
YOR061W UTP_C_complex
YGL019W UTP_C_complex
YOR039W UTP_C_complex
YFR044C GSH_degradosomal_complex
YBR281C GSH_degradosomal_complex
YNL191W GSH_degradosomal_complex
YGL246C RNA_Degradation_Complex
YOR048C RNA_Degradation_Complex
YDR289C RNA_Degradation_Complex
YDL126C Cdc48p_complex
YGR048W Cdc48p_complex
YBR170C Cdc48p_complex
YBR160W Cdc28p/Cln3p_complex
YAL040C Cdc28p/Cln3p_complex
YPR180W Uba2p/Aos1p_complex
YDR390C Uba2p/Aos1p_complex
YGL130W mRNA_guanylyl_transferase_(capping_complex)
YPL228W mRNA_guanylyl_transferase_(capping_complex)
YDL134C protein_phosphatase_type_2A_complex_(Rts1p)
YOR014W protein_phosphatase_type_2A_complex_(Rts1p)
YAL016W protein_phosphatase_type_2A_complex_(Rts1p)
YEL037C nucleotide-excision_repair_factor_2_complex
YER162C nucleotide-excision_repair_factor_2_complex
Q0045 Cox14p/Cox1p/Mss51p_complex
YML129C Cox14p/Cox1p/Mss51p_complex
YLR203C Cox14p/Cox1p/Mss51p_complex
YLR148W CORVET_complex
YMR231W CORVET_complex
YDR495C CORVET_complex
YPL045W CORVET_complex
YLR396C CORVET_complex
YAL002W CORVET_complex
YDL113C Atg20p/Snx4p/Snx41p_complex
YJL036W Atg20p/Snx4p/Snx41p_complex
YDR425W Atg20p/Snx4p/Snx41p_complex
YER025W multi-eIF_complex
YMR309C multi-eIF_complex
YOR361C multi-eIF_complex
YNL244C multi-eIF_complex
YJR007W multi-eIF_complex
YPL237W multi-eIF_complex
YMR146C multi-eIF_complex
YPR041W multi-eIF_complex
YNL153C prefoldin_complex
YEL003W prefoldin_complex
YML094W prefoldin_complex
YGR078C prefoldin_complex
YJL179W prefoldin_complex
YLR200W prefoldin_complex
YPR066W Ula1p/Uba3p_complex
YPL003W Ula1p/Uba3p_complex
YKL054C Def1p/Rad26p_complex
YJR035W Def1p/Rad26p_complex
YDR448W SAGA_complex
YER164W SAGA_complex
YGR252W SAGA_complex
YPL254W SAGA_complex
YDR176W SAGA_complex
YPL047W SAGA_complex
YCL010C SAGA_complex
YGL066W SAGA_complex
YOL148C SAGA_complex
YDR392W SAGA_complex
YBR081C SAGA_complex
YLR055C SAGA_complex
YBR111W-A SAGA_complex
YDR167W SAGA_complex
YDR145W SAGA_complex
YBR198C SAGA_complex
YGL112C SAGA_complex
YMR236W SAGA_complex
YHR099W SAGA_complex
YMR223W SAGA_complex
YBR098W Holliday_junction_resolvase_complex
YDR386W Holliday_junction_resolvase_complex
YLL036C Prp19-associated_complex
YMR213W Prp19-associated_complex
YJR050W Prp19-associated_complex
YLR117C Prp19-associated_complex
YDR416W Prp19-associated_complex
YGR129W Prp19-associated_complex
YBR188C Prp19-associated_complex
YPR101W Prp19-associated_complex
YDL084W transcription_export_complex
YNL253W transcription_export_complex
YDR381W transcription_export_complex
YDR009W GAL3p/GAL80p_complex
YML051W GAL3p/GAL80p_complex
YMR150C mitochondrial_inner_membrane_peptidase_complex
YMR035W mitochondrial_inner_membrane_peptidase_complex
YEL059C-A mitochondrial_inner_membrane_peptidase_complex
YEL027W "H+-transporting_ATPase,_Golgi"
YHR026W "H+-transporting_ATPase,_Golgi"
YMR054W "H+-transporting_ATPase,_Golgi"
YDL185W "H+-transporting_ATPase,_Golgi"
YPL234C "H+-transporting_ATPase,_Golgi"
YHR039C-A "H+-transporting_ATPase,_Golgi"
YPR036W "H+-transporting_ATPase,_Golgi"
YBR127C "H+-transporting_ATPase,_Golgi"
YOR332W "H+-transporting_ATPase,_Golgi"
YKL080W "H+-transporting_ATPase,_Golgi"
YLR447C "H+-transporting_ATPase,_Golgi"
YGR020C "H+-transporting_ATPase,_Golgi"
YEL051W "H+-transporting_ATPase,_Golgi"
YGR258C nucleotide-excision_repair_factor_3_complex
YER171W nucleotide-excision_repair_factor_3_complex
YLR005W nucleotide-excision_repair_factor_3_complex
YIL143C nucleotide-excision_repair_factor_3_complex
YDR311W nucleotide-excision_repair_factor_3_complex
YPL122C nucleotide-excision_repair_factor_3_complex
YPR056W nucleotide-excision_repair_factor_3_complex
YER111C SBF_complex
YLR182W SBF_complex
YDL192W Chs5p/Arf-1binding_proteins_(ChAPs)
YMR237W Chs5p/Arf-1binding_proteins_(ChAPs)
YKR027W Chs5p/Arf-1binding_proteins_(ChAPs)
YOR299W Chs5p/Arf-1binding_proteins_(ChAPs)
YLR330W Chs5p/Arf-1binding_proteins_(ChAPs)
YJL099W Chs5p/Arf-1binding_proteins_(ChAPs)
YHR064C Ribosome-associated_complex_(RAC)
YGR285C Ribosome-associated_complex_(RAC)
YBR160W Cdc28p/Clb4p_complex
YLR210W Cdc28p/Clb4p_complex
YPL055C Lge1p/Bre1p_complex
YDL074C Lge1p/Bre1p_complex
YBL097W nuclear_condensin_complex
YFR031C nuclear_condensin_complex
YLR086W nuclear_condensin_complex
YDR325W nuclear_condensin_complex
YLR272C nuclear_condensin_complex
YLR238W Far3p/Far7p/Far8p/Far9p/Far10p/Far11p_complex
YNL127W Far3p/Far7p/Far8p/Far9p/Far10p/Far11p_complex
YMR052W Far3p/Far7p/Far8p/Far9p/Far10p/Far11p_complex
YFR008W Far3p/Far7p/Far8p/Far9p/Far10p/Far11p_complex
YMR029C Far3p/Far7p/Far8p/Far9p/Far10p/Far11p_complex
YDR200C Far3p/Far7p/Far8p/Far9p/Far10p/Far11p_complex
YOR317W Fatty_Acid_Import_Complex
YMR246W Fatty_Acid_Import_Complex
YBR041W Fatty_Acid_Import_Complex
YNL015W LMA1_complex
YLR043C LMA1_complex
YNL099C OCA_complex
YNL056W OCA_complex
YNL032W OCA_complex
YCR095C OCA_complex
YHL029C OCA_complex
YDR067C OCA_complex
YER048W-A Nfs1p/Isd11p_complex
YCL017C Nfs1p/Isd11p_complex
YMR167W Mlh1p/Mlh2p_complex
YLR035C Mlh1p/Mlh2p_complex
YDR172W translation_release_factor_complex
YBR143C translation_release_factor_complex
YNL071W mitochondrial_pyruvate_dehydrogenase_complex
YFL018C mitochondrial_pyruvate_dehydrogenase_complex
YER178W mitochondrial_pyruvate_dehydrogenase_complex
YBR221C mitochondrial_pyruvate_dehydrogenase_complex
YGR193C mitochondrial_pyruvate_dehydrogenase_complex
YIL042C mitochondrial_pyruvate_dehydrogenase_complex
YOR090C mitochondrial_pyruvate_dehydrogenase_complex
YPL255W Mps2p/Bbp1p_complex
YGL075C Mps2p/Bbp1p_complex
YLR457C Mps2p/Bbp1p_complex
YJL098W Sap185p/Sit4p_complex
YDL047W Sap185p/Sit4p_complex
YDR448W SLIK_(SAGA-like)_complex
YER164W SLIK_(SAGA-like)_complex
YGR252W SLIK_(SAGA-like)_complex
YPL254W SLIK_(SAGA-like)_complex
YDR176W SLIK_(SAGA-like)_complex
YGL252C SLIK_(SAGA-like)_complex
YGL066W SLIK_(SAGA-like)_complex
YOL148C SLIK_(SAGA-like)_complex
YDR392W SLIK_(SAGA-like)_complex
YBR081C SLIK_(SAGA-like)_complex
YDR167W SLIK_(SAGA-like)_complex
YDR145W SLIK_(SAGA-like)_complex
YBR198C SLIK_(SAGA-like)_complex
YGL112C SLIK_(SAGA-like)_complex
YMR236W SLIK_(SAGA-like)_complex
YHR099W SLIK_(SAGA-like)_complex
YMR223W SLIK_(SAGA-like)_complex
YOR250C mRNA_cleavage_factor_complex_(CFI)
YOL123W mRNA_cleavage_factor_complex_(CFI)
YDR228C mRNA_cleavage_factor_complex_(CFI)
YMR061W mRNA_cleavage_factor_complex_(CFI)
YGL044C mRNA_cleavage_factor_complex_(CFI)
YBR160W Cdc28p/Clb2p_complex
YPR119W Cdc28p/Clb2p_complex
YLR191W peroxin_docking_complex
YGL153W peroxin_docking_complex
YNL214W peroxin_docking_complex
YOR142W Succinyl-CoA_ligase
YGR244C Succinyl-CoA_ligase
YFL041W Fth1p/Fet5p_complex
YBR207W Fth1p/Fet5p_complex
YIR017C Met4p/Met28p/Met32p_complex
YDR253C Met4p/Met28p/Met32p_complex
YNL103W Met4p/Met28p/Met32p_complex
YPL169C Mtr2p/Mex67p_complex
YKL186C Mtr2p/Mex67p_complex
YFR013W ISW1a_complex
YBR245C ISW1a_complex
YOR194C transcription_factor_TFIIA_complex
YKL058W transcription_factor_TFIIA_complex
YPL082C Mot1p_complex
YER148W Mot1p_complex
YMR116C cytoplasmic_ribosomal_small_subunit
YGR214W cytoplasmic_ribosomal_small_subunit
YLR048W cytoplasmic_ribosomal_small_subunit
YOR293W cytoplasmic_ribosomal_small_subunit
YMR230W cytoplasmic_ribosomal_small_subunit
YDR025W cytoplasmic_ribosomal_small_subunit
YBR048W cytoplasmic_ribosomal_small_subunit
YOR369C cytoplasmic_ribosomal_small_subunit
YDR064W cytoplasmic_ribosomal_small_subunit
YCR031C cytoplasmic_ribosomal_small_subunit
YJL191W cytoplasmic_ribosomal_small_subunit
YOL040C cytoplasmic_ribosomal_small_subunit
YMR143W cytoplasmic_ribosomal_small_subunit
YDL083C cytoplasmic_ribosomal_small_subunit
YML024W cytoplasmic_ribosomal_small_subunit
YDR447C cytoplasmic_ribosomal_small_subunit
YDR450W cytoplasmic_ribosomal_small_subunit
YML026C cytoplasmic_ribosomal_small_subunit
YOL121C cytoplasmic_ribosomal_small_subunit
YNL302C cytoplasmic_ribosomal_small_subunit
YLR441C cytoplasmic_ribosomal_small_subunit
YML063W cytoplasmic_ribosomal_small_subunit
YGL123W cytoplasmic_ribosomal_small_subunit
YHL015W cytoplasmic_ribosomal_small_subunit
YKR057W cytoplasmic_ribosomal_small_subunit
YJL136C cytoplasmic_ribosomal_small_subunit
YJL190C cytoplasmic_ribosomal_small_subunit
YLR367W cytoplasmic_ribosomal_small_subunit
YGR118W cytoplasmic_ribosomal_small_subunit
YPR132W cytoplasmic_ribosomal_small_subunit
YER074W cytoplasmic_ribosomal_small_subunit
YIL069C cytoplasmic_ribosomal_small_subunit
YGR027C cytoplasmic_ribosomal_small_subunit
YLR333C cytoplasmic_ribosomal_small_subunit
YGL189C cytoplasmic_ribosomal_small_subunit
YER131W cytoplasmic_ribosomal_small_subunit
YKL156W cytoplasmic_ribosomal_small_subunit
YHR021C cytoplasmic_ribosomal_small_subunit
YOR167C cytoplasmic_ribosomal_small_subunit
YLR264W cytoplasmic_ribosomal_small_subunit
YLR388W cytoplasmic_ribosomal_small_subunit
YDL061C cytoplasmic_ribosomal_small_subunit
YNL178W cytoplasmic_ribosomal_small_subunit
YLR287C-A cytoplasmic_ribosomal_small_subunit
YOR182C cytoplasmic_ribosomal_small_subunit
YLR167W cytoplasmic_ribosomal_small_subunit
YJR145C cytoplasmic_ribosomal_small_subunit
YHR203C cytoplasmic_ribosomal_small_subunit
YJR123W cytoplasmic_ribosomal_small_subunit
YPL090C cytoplasmic_ribosomal_small_subunit
YBR181C cytoplasmic_ribosomal_small_subunit
YOR096W cytoplasmic_ribosomal_small_subunit
YNL096C cytoplasmic_ribosomal_small_subunit
YBL072C cytoplasmic_ribosomal_small_subunit
YER102W cytoplasmic_ribosomal_small_subunit
YPL081W cytoplasmic_ribosomal_small_subunit
YBR189W cytoplasmic_ribosomal_small_subunit
YOL067C Rtg1p/Rtg3p_complex
YBL103C Rtg1p/Rtg3p_complex
YPL096C-A glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex
YGR216C glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex
YNL038W glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex
YDR437W glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex
YPL076W glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex
YPL175W glycosylphosphatidylinositol-N-acetylglucosaminyltransferase_(GPI-GnT)_complex
YBR097W phosphatidylinositol_(PtdIns)_3-kinase_complex_(functions_in_CPY_sorting)
YPL120W phosphatidylinositol_(PtdIns)_3-kinase_complex_(functions_in_CPY_sorting)
YLR240W phosphatidylinositol_(PtdIns)_3-kinase_complex_(functions_in_CPY_sorting)
YLR360W phosphatidylinositol_(PtdIns)_3-kinase_complex_(functions_in_CPY_sorting)
YDR123C Ino2p/Ino4p_basic_helix-loop-helix_heteromeric_complex
YOL108C Ino2p/Ino4p_basic_helix-loop-helix_heteromeric_complex
YER087C-B Sec61p_translocon_complex
YLR378C Sec61p_translocon_complex
YDR086C Sec61p_translocon_complex
YNR051C Ubp3p/Bre5p_complex
YER151C Ubp3p/Bre5p_complex
YDL095W Protein_O-mannosyltransferase(Pmt1p/Pmt2p)
YAL023C Protein_O-mannosyltransferase(Pmt1p/Pmt2p)
YKL002W ESCRT_III_complex
YLR025W ESCRT_III_complex
YMR077C ESCRT_III_complex
YKL041W ESCRT_III_complex
YBR179C Mgm1p/Ugo1p/Fzo1p_complex
YOR211C Mgm1p/Ugo1p/Fzo1p_complex
YDR470C Mgm1p/Ugo1p/Fzo1p_complex
YML067C Erv41p/Erv46p_complex
YAL042W Erv41p/Erv46p_complex
YLR095C ISW1b_complex
YMR044W ISW1b_complex
YBR245C ISW1b_complex
YLR148W HOPS_complex
YMR231W HOPS_complex
YDL077C HOPS_complex
YPL045W HOPS_complex
YLR396C HOPS_complex
YDR080W HOPS_complex
YGR032W "1,3-beta-glucan_synthase_complex_(Gsc2p/Smk1p)"
YPR054W "1,3-beta-glucan_synthase_complex_(Gsc2p/Smk1p)"
YNL325C Fig4p/Vac14p_complex
YLR386W Fig4p/Vac14p_complex
YDR363W-A 19/22S_regulator
YHL030W 19/22S_regulator
YFR010W 19/22S_regulator
YGR232W 19/22S_regulator
YHR027C 19/22S_regulator
YHR200W 19/22S_regulator
YFR004W 19/22S_regulator
YFR052W 19/22S_regulator
YLR421C 19/22S_regulator
YIL075C 19/22S_regulator
YER021W 19/22S_regulator
YDL147W 19/22S_regulator
YDL097C 19/22S_regulator
YPR108W 19/22S_regulator
YOR261C 19/22S_regulator
YDR427W 19/22S_regulator
YKL145W 19/22S_regulator
YDL007W 19/22S_regulator
YDR394W 19/22S_regulator
YOR259C 19/22S_regulator
YOR117W 19/22S_regulator
YGL048C 19/22S_regulator
YMR038C Sod1p/Ccs1p_complex
YJR104C Sod1p/Ccs1p_complex
YKL193C Sds22p/Glc7p_complex
YER133W Sds22p/Glc7p_complex
YLR229C Cdc42p/Ste20p_complex
YHL007C Cdc42p/Ste20p_complex
YPL024W RecQ_helicase-Topo_III_complex
YMR190C RecQ_helicase-Topo_III_complex
YLR234W RecQ_helicase-Topo_III_complex
YNL289W Pho85p/Pcl1p_complex
YPL031C Pho85p/Pcl1p_complex
YGL208W Snf1p/Snf4p/Sip2p_complex
YDR477W Snf1p/Snf4p/Sip2p_complex
YGL115W Snf1p/Snf4p/Sip2p_complex
YLR319C polarisome_complex
YER149C polarisome_complex
YLL021W polarisome_complex
YPR176C Geranylgeranyltransferase_II_(GGTase_II)
YJL031C Geranylgeranyltransferase_II_(GGTase_II)
YBL025W RNA_polymerase_I_upstream_activating_factor_complex
YLR141W RNA_polymerase_I_upstream_activating_factor_complex
YMR270C RNA_polymerase_I_upstream_activating_factor_complex
YOR295W RNA_polymerase_I_upstream_activating_factor_complex
YBR010W RNA_polymerase_I_upstream_activating_factor_complex
YBR009C RNA_polymerase_I_upstream_activating_factor_complex
YPL195W AP-3_adaptor_complex
YGR261C AP-3_adaptor_complex
YBR288C AP-3_adaptor_complex
YJL024C AP-3_adaptor_complex
YGR082W mitochondrial_outer_membrane_translocase_complex
YNL131W mitochondrial_outer_membrane_translocase_complex
YMR203W mitochondrial_outer_membrane_translocase_complex
YPR133W-A mitochondrial_outer_membrane_translocase_complex
YOR045W mitochondrial_outer_membrane_translocase_complex
YNL070W mitochondrial_outer_membrane_translocase_complex
YNL121C mitochondrial_outer_membrane_translocase_complex
YLR015W COMPASS_complex
YDR469W COMPASS_complex
YHR119W COMPASS_complex
YBR258C COMPASS_complex
YPL138C COMPASS_complex
YAR003W COMPASS_complex
YKL018W COMPASS_complex
YBR175W COMPASS_complex
YDR292C signal_recognition_particle_receptor_complex
YKL154W signal_recognition_particle_receptor_complex
YLR129W UTP_B_complex
YCR057C UTP_B_complex
YDR449C UTP_B_complex
YLR222C UTP_B_complex
YJL069C UTP_B_complex
YLR409C UTP_B_complex
YER090W anthranilate_synthase_complex
YKL211C anthranilate_synthase_complex
YLR381W Ctf3p_protein_complex
YPR046W Ctf3p_protein_complex
YJR135C Ctf3p_protein_complex
YOL068C Sum1p/Rfm1p/Hst1p_complex
YOR279C Sum1p/Rfm1p/Hst1p_complex
YDR310C Sum1p/Rfm1p/Hst1p_complex
YLR424W Ntr1p/Ntr2p/Prp43p_complex
YKR022C Ntr1p/Ntr2p/Prp43p_complex
YGL120C Ntr1p/Ntr2p/Prp43p_complex
YHR085W Rix1p_complex
YNL182C Rix1p_complex
YHR197W Rix1p_complex
YML043C RNA_polymerase_I_transcription_factor_complex
YBL014C RNA_polymerase_I_transcription_factor_complex
YJL025W RNA_polymerase_I_transcription_factor_complex
YNR017W mitochondrial_inner_membrane_presequence_translocase_complex
YJL104W mitochondrial_inner_membrane_presequence_translocase_complex
YLR008C mitochondrial_inner_membrane_presequence_translocase_complex
YJL143W mitochondrial_inner_membrane_presequence_translocase_complex
YGR033C mitochondrial_inner_membrane_presequence_translocase_complex
YPL063W mitochondrial_inner_membrane_presequence_translocase_complex
YER029C U1_snRNP_complex
YGR074W U1_snRNP_complex
YLR275W U1_snRNP_complex
YLR147C U1_snRNP_complex
YOR159C U1_snRNP_complex
YFL017W-A U1_snRNP_complex
YPR182W U1_snRNP_complex
YDL087C U1_snRNP_complex
YBR119W U1_snRNP_complex
YHR086W U1_snRNP_complex
YML046W U1_snRNP_complex
YKL012W U1_snRNP_complex
YDR235W U1_snRNP_complex
YIL061C U1_snRNP_complex
YDR240C U1_snRNP_complex
YGR013W U1_snRNP_complex
YLR298C U1_snRNP_complex
YHR129C dynactin_complex
YDR106W dynactin_complex
YMR294W dynactin_complex
YPL174C dynactin_complex
YPL209C Aurora_B-INCENP_protein_kinase_complex
YBR156C Aurora_B-INCENP_protein_kinase_complex
YMR025W signalosome_complex
YJR084W signalosome_complex
YDR179C signalosome_complex
YIL071C signalosome_complex
YDL216C signalosome_complex
YOL117W signalosome_complex
YPL096W Png1p/Rad23p_complex
YEL037C Png1p/Rad23p_complex
YGR140W CBF3_complex
YMR168C CBF3_complex
YMR094W CBF3_complex
YDR328C CBF3_complex
YHR195W Swh1p/Nvj1p_complex
YAR042W Swh1p/Nvj1p_complex
YMR186W HMC_Complex
YCL037C HMC_Complex
YBL075C HMC_Complex
YNL064C HMC_Complex
YIL079C TRAMP_complex_(Air1p)
YJL050W TRAMP_complex_(Air1p)
YOL115W TRAMP_complex_(Air1p)
YML057W calcineurin_complex
YLR433C calcineurin_complex
YKL190W calcineurin_complex
YOR178C Gac1p/Glc7p_complex
YER133W Gac1p/Glc7p_complex
YDL127W Pho85p/Pcl2p_complex
YPL031C Pho85p/Pcl2p_complex
YOR260W eIF2B
YGR083C eIF2B
YDR211W eIF2B
YLR291C eIF2B
YKR026C eIF2B
YDR141C Dop1p/Mon2p_complex
YNL297C Dop1p/Mon2p_complex
YDR347W mitochondrial_ribosomal_small_subunit
YDL045W-A mitochondrial_ribosomal_small_subunit
YGR084C mitochondrial_ribosomal_small_subunit
YKL003C mitochondrial_ribosomal_small_subunit
YPR166C mitochondrial_ribosomal_small_subunit
YBL090W mitochondrial_ribosomal_small_subunit
YHL004W mitochondrial_ribosomal_small_subunit
YPL118W mitochondrial_ribosomal_small_subunit
YPL013C mitochondrial_ribosomal_small_subunit
YMR188C mitochondrial_ribosomal_small_subunit
YNL306W mitochondrial_ribosomal_small_subunit
YDR337W mitochondrial_ribosomal_small_subunit
YGR165W mitochondrial_ribosomal_small_subunit
YBR251W mitochondrial_ribosomal_small_subunit
YMR158W mitochondrial_ribosomal_small_subunit
YBR146W mitochondrial_ribosomal_small_subunit
YNL137C mitochondrial_ribosomal_small_subunit
YOR158W mitochondrial_ribosomal_small_subunit
YHR075C mitochondrial_ribosomal_small_subunit
YDR041W mitochondrial_ribosomal_small_subunit
YER050C mitochondrial_ribosomal_small_subunit
YNR037C mitochondrial_ribosomal_small_subunit
YKL155C mitochondrial_ribosomal_small_subunit
YGL129C mitochondrial_ribosomal_small_subunit
YDR175C mitochondrial_ribosomal_small_subunit
YIL093C mitochondrial_ribosomal_small_subunit
YJR101W mitochondrial_ribosomal_small_subunit
YGR215W mitochondrial_ribosomal_small_subunit
YJR113C mitochondrial_ribosomal_small_subunit
Q0140 mitochondrial_ribosomal_small_subunit
YFR049W mitochondrial_ribosomal_small_subunit
YNL081C mitochondrial_ribosomal_small_subunit
YHR004C Nem1p/Spo7p_complex
YAL009W Nem1p/Spo7p_complex
YDR439W monopolin_complex
YER106W monopolin_complex
YCR086W monopolin_complex
YPL204W monopolin_complex
YOR039W CURI_complex
YLR223C CURI_complex
YCL031C CURI_complex
YGR090W CURI_complex
YLR207W luminal_surveillance_complex
YJL034W luminal_surveillance_complex
YDR057W luminal_surveillance_complex
YOL013C ubiquitin_ligase_ERAD-M_complex
YLR207W ubiquitin_ligase_ERAD-M_complex
YMR028W Tap42p/Pph21p/Rrd2p_complex
YDL134C Tap42p/Pph21p/Rrd2p_complex
YPL152W Tap42p/Pph21p/Rrd2p_complex
YNL258C Dsl1p_complex
YGL145W Dsl1p_complex
YDR498C Dsl1p_complex
YLR440C Dsl1p_complex
YGL098W Dsl1p_complex
YOR075W Dsl1p_complex
