from	to	weight
subgroup_61	subgroup_78	-0.08800000000000001
subgroup_61	subgroup_83	0.099
subgroup_61	subgroup_100	-0.0693857142857143
subgroup_61	subgroup_106	-0.12064705882352943
subgroup_61	subgroup_107	0.06299999999999997
subgroup_61	subgroup_109	-0.12
subgroup_61	subgroup_128	0.055
subgroup_63	subgroup_100	-0.065
subgroup_65	subgroup_86	-0.52
subgroup_66	subgroup_75	-0.212
subgroup_66	subgroup_104	0.19732727272727266
subgroup_67	subgroup_72	-0.086
subgroup_68	subgroup_70	-0.21100000000000002
subgroup_68	subgroup_71	-0.501
subgroup_68	subgroup_116	-0.315
subgroup_69	subgroup_70	0.251
subgroup_69	subgroup_71	0.062
subgroup_70	subgroup_71	-0.193
subgroup_70	subgroup_110	-0.09300000000000001
subgroup_70	subgroup_116	-0.223
subgroup_71	subgroup_116	-0.27699999999999997
subgroup_72	subgroup_77	-0.1257891156462585
subgroup_72	subgroup_81	0.057999999999999996
subgroup_72	subgroup_83	-0.08411111111111112
subgroup_72	subgroup_94	-0.11199999999999999
subgroup_72	subgroup_97	0.055
subgroup_72	subgroup_100	-0.2897171428571428
subgroup_72	subgroup_106	-0.12265573770491804
subgroup_72	subgroup_123	0.08800000000000001
subgroup_72	subgroup_126	0.086
subgroup_72	subgroup_134	-0.086
subgroup_73	subgroup_120	-0.147
subgroup_75	subgroup_107	0.324
subgroup_75	subgroup_118	-0.08199999999999999
subgroup_75	subgroup_137	-0.07
subgroup_76	subgroup_77	-0.10400000000000001
subgroup_76	subgroup_91	0.05700000000000001
subgroup_76	subgroup_96	-0.39799999999999996
subgroup_76	subgroup_100	0.05600000000000002
subgroup_76	subgroup_109	0.099
subgroup_76	subgroup_127	0.166
subgroup_77	subgroup_78	-0.203
subgroup_77	subgroup_80	-0.073
subgroup_77	subgroup_84	0.10300000000000002
subgroup_77	subgroup_100	-0.48588000000000003
subgroup_77	subgroup_106	-0.1697682403433477
subgroup_78	subgroup_96	0.07
subgroup_78	subgroup_127	-0.19800000000000004
subgroup_79	subgroup_90	-0.695
subgroup_79	subgroup_100	-0.3278181818181818
subgroup_79	subgroup_106	-0.1865
subgroup_79	subgroup_127	-0.128
subgroup_79	subgroup_135	-0.12
subgroup_80	subgroup_94	0.059000000000000004
subgroup_81	subgroup_82	-0.07599999999999998
subgroup_81	subgroup_84	0.1506086956521739
subgroup_81	subgroup_86	-0.08800000000000001
subgroup_81	subgroup_93	-0.11800000000000001
subgroup_81	subgroup_98	-0.08199999999999999
subgroup_81	subgroup_100	0.077
subgroup_81	subgroup_105	0.052000000000000005
subgroup_81	subgroup_108	0.068
subgroup_81	subgroup_111	0.065
subgroup_81	subgroup_134	0.08199999999999998
subgroup_83	subgroup_94	0.09
subgroup_83	subgroup_96	0.115
subgroup_83	subgroup_100	-0.066
subgroup_83	subgroup_108	-0.068
subgroup_84	subgroup_88	-0.084
subgroup_84	subgroup_93	-0.066
subgroup_84	subgroup_96	0.05426666666666666
subgroup_84	subgroup_105	-0.40299999999999997
subgroup_84	subgroup_108	0.065
subgroup_84	subgroup_111	-0.114
subgroup_84	subgroup_132	0.10300000000000001
subgroup_86	subgroup_107	-0.11599999999999999
subgroup_90	subgroup_106	-0.23811764705882354
subgroup_90	subgroup_107	-0.065
subgroup_91	subgroup_100	-0.22354761904761902
subgroup_91	subgroup_111	0.12300000000000001
subgroup_91	subgroup_135	-0.115
subgroup_92	subgroup_99	-0.107
subgroup_92	subgroup_115	-0.065
subgroup_93	subgroup_105	-0.087
subgroup_94	subgroup_106	0.069
subgroup_95	subgroup_101	-0.107
subgroup_96	subgroup_100	-0.1959333333333334
subgroup_96	subgroup_106	-0.068
subgroup_96	subgroup_107	-0.24699999999999997
subgroup_98	subgroup_134	0.076
subgroup_99	subgroup_117	0.057999999999999996
subgroup_99	subgroup_121	0.098
subgroup_99	subgroup_124	0.07400000000000001
subgroup_100	subgroup_106	-0.28634293948126804
subgroup_100	subgroup_107	-0.355
subgroup_100	subgroup_108	-0.06600000000000003
subgroup_100	subgroup_111	0.069
subgroup_100	subgroup_112	0.065
subgroup_100	subgroup_114	0.081
subgroup_100	subgroup_118	-0.024500000000000004
subgroup_100	subgroup_129	-0.069
subgroup_100	subgroup_135	-0.11500000000000002
subgroup_105	subgroup_132	0.151
subgroup_106	subgroup_107	-0.06352631578947368
subgroup_106	subgroup_129	-0.223
subgroup_107	subgroup_109	-0.098
subgroup_107	subgroup_118	-0.17699999999999996
subgroup_107	subgroup_127	-0.0549090909090909
subgroup_108	subgroup_137	0.10099999999999999
subgroup_109	subgroup_127	0.07400000000000001
subgroup_110	subgroup_116	-0.21600000000000003
subgroup_110	subgroup_126	-0.2635
subgroup_113	subgroup_129	-0.11199999999999999
subgroup_115	subgroup_117	-0.10200000000000002
subgroup_115	subgroup_120	-0.106
subgroup_115	subgroup_121	-0.106
subgroup_115	subgroup_133	-0.09666666666666668
subgroup_116	subgroup_126	-0.1445
subgroup_117	subgroup_121	-0.313
subgroup_117	subgroup_133	-0.47433333333333333
subgroup_120	subgroup_121	-0.106
subgroup_120	subgroup_133	-0.084
subgroup_121	subgroup_133	-0.2743333333333334
subgroup_124	subgroup_133	-0.09400000000000001
subgroup_130	subgroup_131	0.077
