orf	name	type	betw
YIL014W	MNT3	S	0.0
YIL015W	BAR1	S	0.0
YIL016W	SNL1	S	0.0
YIL019W	FAF1	S	1e-05
YIL020C	HIS6	S	1e-05
YIL023C	YKE4	S	0.0
YIL024C	YIL024C	S	1e-05
YIL027C	EMC5	S	0.0
YIL029C	YIL029C	S	0.0
YIL030C	SSM4	S	0.0
YIL031W	ULP2	S	0.0
YIL034C	CAP2	S	4e-05
YIL036W	CST6	S	0.0
YIL037C	PRM2	S	1e-05
YIL039W	TED1	S	0.0
YIL040W	APQ12	S	0.0
YIL041W	GVP36	S	0.0
YIL043C	CBR1	S	0.0
YIL044C	AGE2	S	2e-05
YIL045W	PIG2	S	0.0
YIL046W	MET30	S	1e-05
YIL046W-A	YIL046W-A	S	0.0
YIL047C	SYG1	S	0.0
YIL048W	NEO1	S	0.0
YIL049W	DFG10	S	0.0
YIL050W	PCL7	S	0.0
YIL051C	MMF1	S	0.0
YIL053W	GPP1	S	0.0
YIL054W	YIL054W	S	0.0
YIL055C	YIL055C	S	0.0
YIL056W	VHR1	S	0.0
YIL057C	RGI2	S	0.0
YIL060W	YIL060W	S	1e-05
YIL063C	YRB2	S	0.0
YIL064W	EFM4	S	0.0
YIL065C	FIS1	S	0.0
YIL066C	RNR3	S	0.0
YIL067C	YIL067C	S	0.0
YIL070C	MAM33	S	0.0
YIL073C	SPO22	S	0.0
YIL074C	SER33	S	0.0
YIL077C	YIL077C	S	0.0
YIL078W	THS1	S	0.0
YIL082W-A	YIL082W-A	S	0.0
YIL083C	CAB2	S	0.0
YIL085C	KTR7	S	0.0
YIL087C	AIM19	S	0.0
YIL088C	AVT7	S	0.0
YIL089W	YIL089W	S	0.0
YIL090W	ICE2	S	0.0
YIL091C	UTP25	S	0.0
YIL092W	YIL092W	S	0.0
YIL094C	LYS12	S	0.0
YIL095W	PRK1	S	0.0
YIL096C	BMT5	S	0.0
YIL098C	FMC1	S	1e-05
YIL099W	SGA1	S	0.0
YIL101C	XBP1	S	0.0
YIL103W	DPH1	S	1e-05
YIL107C	PFK26	S	0.0
YIL108W	YIL108W	S	0.0
YIL110W	HPM1	S	4e-05
YIL111W	COX5B	S	0.0
YIL113W	SDP1	S	0.00012
YIL114C	POR2	S	1e-05
YIL116W	HIS5	S	1e-05
YIL117C	PRM5	S	0.0
YIL118W	RHO3	S	0.0
YIL119C	RPI1	S	0.0
YIL120W	QDR1	S	0.0
YIL121W	QDR2	S	0.0
YIL122W	POG1	S	0.0
YIL123W	SIM1	S	0.0
YIL124W	AYR1	S	0.0
YIL127C	RRT14	S	1e-05
YIL128W	MET18	S	0.0
YIL129C	TAO3	S	0.0
YIL130W	ASG1	S	1e-05
YIL131C	FKH1	S	0.0
YIL132C	CSM2	S	0.0
YIL134W	FLX1	S	0.0
YIL135C	VHS2	S	0.0
YIL136W	OM45	S	0.0
YIL137C	TMA108	S	0.0
YIL138C	TPM2	S	2e-05
YIL140W	AXL2	S	1e-05
YIL145C	PAN6	S	2e-05
YIL146C	ATG32	S	1e-05
YIL147C	SLN1	S	0.0
YIL149C	MLP2	S	1e-05
YIL150C	MCM10	S	3e-05
YIL151C	ESL1	S	1e-05
YIL152W	YIL152W	S	0.0
YIL154C	IMP2'	S	0.0
YIL155C	GUT2	S	0.0
YIL156W	UBP7	S	0.0
YIL156W-B	YIL156W-B	S	0.0
YIL157C	COA1	S	2e-05
YIL158W	AIM20	S	0.0
YIL159W	BNR1	S	1e-05
YIL160C	POT1	S	0.0
YIL161W	YIL161W	S	0.0
YIL162W	SUC2	S	0.0
YIL164C	NIT1	S	0.0
YIL165C	YIL165C	S	0.0
YIL166C	YIL166C	S	0.0
YIL169C	YIL169C	S	0.0
YIL172C	IMA3	S	6e-05
YIL173W	VTH1	S	0.0
YIL176C	PAU14	S	0.0
YIL177C	YIL177C	S	1e-05
YIR001C	SGN1	S	0.0
YIR002C	MPH1	S	0.0
YIR003W	AIM21	S	0.0
YIR004W	DJP1	S	0.0
YIR007W	YIR007W	S	0.0
YIR011C	STS1	S	6e-05
YIR012W	SQT1	S	1e-05
YIR014W	YIR014W	S	5e-05
YIR016W	YIR016W	S	1e-05
YIR018C-A	YIR018C-A	S	0.0
YIR018W	YAP5	S	0.0
YIR019C	FLO11	S	0.0
YIR021W-A	YIR021W-A	S	0.0
YIR023W	DAL81	S	0.0
YIR024C	INA22	S	0.0
YIR026C	YVH1	S	0.0
YIR027C	DAL1	S	0.0
YIR028W	DAL4	S	2e-05
YIR029W	DAL2	S	0.0
YIR030C	DCG1	S	0.0
YIR031C	DAL7	S	0.0
YIR032C	DAL3	S	0.0
YIR033W	MGA2	S	0.0
YIR034C	LYS1	S	0.0
YIR035C	YIR035C	S	0.0
YIR036C	IRC24	S	0.0
YIR037W	HYR1	S	0.0
YIR038C	GTT1	S	0.0
YIR039C	YPS6	S	0.0
YIR041W	PAU15	S	0.0
YIR042C	YIR042C	S	0.0
YJL003W	COX16	S	0.0
YJL004C	SYS1	S	0.0
YJL010C	NOP9	S	0.0
YJL016W	YJL016W	S	0.0
YJL019W	MPS3	S	0.0
YJL020C	BBC1	S	0.0
YJL023C	PET130	S	0.0
YJL027C	YJL027C	S	0.0
YJL028W	YJL028W	S	0.0
YJL033W	HCA4	S	0.0
YJL035C	TAD2	S	0.0
YJL037W	IRC18	S	0.0
YJL038C	LOH1	S	0.0
YJL039C	NUP192	S	0.0
YJL042W	MHP1	S	0.0
YJL043W	YJL043W	S	0.0
YJL044C	GYP6	S	0.0
YJL045W	YJL045W	S	0.0
YJL046W	AIM22	S	0.0
YJL047C	RTT101	S	3e-05
YJL047C-A	YJL047C-A	S	0.0
YJL048C	UBX6	S	0.0
YJL049W	YJL049W	S	0.0
YJL051W	IRC8	S	0.0
YJL052W	TDH1	S	0.0
YJL055W	YJL055W	S	0.0
YJL056C	ZAP1	S	0.0
YJL057C	IKS1	S	0.0
YJL059W	YHC3	S	0.0
YJL060W	BNA3	S	2e-05
YJL062W	LAS21	S	4e-05
YJL062W-A	COA3	S	0.0
YJL066C	MPM1	S	0.0
YJL068C	YJL068C	S	0.0
YJL070C	YJL070C	S	0.0
YJL073W	JEM1	S	0.0
YJL077C	ICS3	S	0.0
YJL077W-A	YJL077W-A	S	0.0
YJL077W-B	YJL077W-B	S	0.0
YJL078C	PRY3	S	1e-05
YJL079C	PRY1	S	0.0
YJL080C	SCP160	S	0.0
YJL082W	IML2	S	0.0
YJL083W	TAX4	S	0.0
YJL084C	ALY2	S	0.0
YJL087C	TRL1	S	0.0
YJL089W	SIP4	S	0.0
YJL091C	GWT1	S	6e-05
YJL092W	SRS2	S	0.0
YJL093C	TOK1	S	0.0
YJL094C	KHA1	S	0.0
YJL095W	BCK1	S	0.0
YJL097W	PHS1	S	0.0
YJL100W	LSB6	S	0.0
YJL101C	GSH1	S	0.0
YJL102W	MEF2	S	1e-05
YJL103C	GSM1	S	0.0
YJL105W	SET4	S	1e-05
YJL106W	IME2	S	0.0
YJL107C	YJL107C	S	0.0
YJL108C	PRM10	S	0.0
YJL110C	GZF3	S	0.0
YJL112W	MDV1	S	0.0
YJL113W	YJL113W	S	0.0
YJL114W	YJL114W	S	0.0
YJL116C	NCA3	S	0.0
YJL117W	PHO86	S	1e-05
YJL118W	YJL118W	S	0.0
YJL121C	RPE1	S	0.0
YJL122W	ALB1	S	0.0
YJL123C	MTC1	S	0.0
YJL124C	LSM1	S	0.0
YJL126W	NIT2	S	0.0
YJL127C	SPT10	S	0.0
YJL127C-B	YJL127C-B	S	0.0
YJL128C	PBS2	S	0.0
YJL129C	TRK1	S	0.0
YJL130C	URA2	S	0.0
YJL131C	AIM23	S	0.0
YJL132W	YJL132W	S	0.0
YJL133C-A	YJL133C-A	S	0.0
YJL133W	MRS3	S	0.0
YJL134W	LCB3	S	0.0
YJL137C	GLG2	S	4e-05
YJL138C	TIF2	S	1e-05
YJL139C	YUR1	S	2e-05
YJL141C	YAK1	S	0.0
YJL144W	YJL144W	S	0.0
YJL145W	SFH5	S	0.0
YJL146W	IDS2	S	0.0
YJL147C	YJL147C	S	1e-05
YJL149W	DAS1	S	0.0
YJL151C	SNA3	S	0.0
YJL153C	INO1	S	0.0
YJL155C	FBP26	S	0.0
YJL156C	SSY5	S	0.0
YJL158C	CIS3	S	1e-05
YJL159W	HSP150	S	0.0
YJL160C	YJL160C	S	0.0003
YJL161W	FMP33	S	1e-05
YJL162C	JJJ2	S	0.0
YJL163C	YJL163C	S	0.0
YJL165C	HAL5	S	0.0
YJL167W	ERG20	S	0.0
YJL168C	SET2	S	6e-05
YJL170C	ASG7	S	0.0
YJL171C	YJL171C	S	0.0
YJL172W	CPS1	S	3e-05
YJL174W	KRE9	S	0.0
YJL178C	ATG27	S	8e-05
YJL180C	ATP12	S	0.0
YJL181W	YJL181W	S	0.0
YJL185C	ATG36	S	0.0
YJL186W	MNN5	S	0.0
YJL187C	SWE1	S	1e-05
YJL192C	SOP4	S	0.0
YJL193W	YJL193W	S	0.0
YJL194W	CDC6	S	0.0
YJL196C	ELO1	S	1e-05
YJL197W	UBP12	S	0.0
YJL198W	PHO90	S	0.0
YJL200C	ACO2	S	0.0
YJL201W	ECM25	S	4e-05
YJL204C	RCY1	S	0.0
YJL205C	NCE101	S	0.0
YJL206C	YJL206C	S	1e-05
YJL207C	LAA1	S	0.0
YJL208C	NUC1	S	0.0
YJL212C	OPT1	S	1e-05
YJL213W	YJL213W	S	0.0
YJL214W	HXT8	S	0.0
YJL216C	IMA5	S	0.0
YJL217W	REE1	S	1e-05
YJL218W	YJL218W	S	0.0
YJL219W	HXT9	S	0.0
YJL221C	IMA4	S	0.0
YJL222W	VTH2	S	0.0
YJL223C	PAU1	S	3e-05
YJL225C	YJL225C	S	1e-05
YJR001W	AVT1	S	0.00012
YJR002W	MPP10	S	1e-05
YJR003C	YJR003C	S	2e-05
YJR004C	SAG1	S	2e-05
YJR008W	MHO1	S	1e-05
YJR009C	TDH2	S	2e-05
YJR010W	MET3	S	1e-05
YJR011C	YJR011C	S	0.0
YJR012C	YJR012C	S	1e-05
YJR013W	GPI14	S	0.0
YJR014W	TMA22	S	9e-05
YJR015W	YJR015W	S	0.0
YJR016C	ILV3	S	0.0
YJR017C	ESS1	S	0.0
YJR019C	TES1	S	0.0
YJR021C	REC107	S	1e-05
YJR024C	MDE1	S	1e-05
YJR025C	BNA1	S	2e-05
YJR026W	YJR026W	S	6e-05
YJR027W	YJR027W	S	0.0
YJR028W	YJR028W	S	4e-05
YJR029W	YJR029W	S	1e-05
YJR030C	YJR030C	S	2e-05
YJR031C	GEA1	S	1e-05
YJR032W	CPR7	S	0.0
YJR034W	PET191	S	0.0
YJR036C	HUL4	S	0.0
YJR039W	YJR039W	S	0.0
YJR040W	GEF1	S	0.0
YJR044C	VPS55	S	1e-05
YJR046W	TAH11	S	2e-05
YJR047C	ANB1	S	0.0
YJR048W	CYC1	S	0.0
YJR049C	UTR1	S	3e-05
YJR051W	OSM1	S	0.0
YJR054W	KCH1	S	0.0
YJR055W	HIT1	S	0.0
YJR056C	YJR056C	S	1e-05
YJR057W	CDC8	S	1e-05
YJR059W	PTK2	S	0.0
YJR061W	YJR061W	S	0.0
YJR062C	NTA1	S	0.0
YJR067C	YAE1	S	0.0
YJR069C	HAM1	S	0.0
YJR070C	LIA1	S	1e-05
YJR072C	NPA3	S	0.0
YJR073C	OPI3	S	0.0
YJR074W	MOG1	S	0.0
YJR076C	CDC11	S	0.0
YJR077C	MIR1	S	0.0
YJR078W	BNA2	S	0.0
YJR079W	YJR079W	S	1e-05
YJR080C	AIM24	S	1e-05
YJR083C	ACF4	S	0.0
YJR085C	YJR085C	S	0.0
YJR088C	EMC2	S	0.0
YJR091C	JSN1	S	1e-05
YJR092W	BUD4	S	0.0
YJR095W	SFC1	S	0.0
YJR096W	YJR096W	S	7e-05
YJR097W	JJJ3	S	0.0
YJR098C	YJR098C	S	0.0
YJR099W	YUH1	S	0.0
YJR100C	AIM25	S	0.0
YJR103W	URA8	S	0.0
YJR105W	ADO1	S	1e-05
YJR106W	ECM27	S	0.0
YJR107W	YJR107W	S	0.0
YJR108W	ABM1	S	0.0
YJR110W	YMR1	S	0.0
YJR111C	YJR111C	S	0.0
YJR112W-A	YJR112W-A	S	0.0
YJR115W	YJR115W	S	0.0
YJR116W	TDA4	S	0.0
YJR117W	STE24	S	0.0
YJR118C	ILM1	S	0.0
YJR119C	JHD2	S	0.0
YJR120W	YJR120W	S	0.0
YJR122W	IBA57	S	0.0
YJR124C	YJR124C	S	2e-05
YJR125C	ENT3	S	0.0
YJR126C	VPS70	S	0.0
YJR127C	RSF2	S	1e-05
YJR129C	EFM3	S	1e-05
YJR130C	STR2	S	0.0
YJR131W	MNS1	S	1e-05
YJR132W	NMD5	S	0.0
YJR133W	XPT1	S	0.0
YJR134C	SGM1	S	0.0
YJR136C	TTI2	S	1e-05
YJR138W	IML1	S	6e-05
YJR139C	HOM6	S	1e-05
YJR141W	YJR141W	S	0.0
YJR142W	YJR142W	S	6e-05
YJR143C	PMT4	S	0.0
YJR144W	MGM101	S	0.0
YJR147W	HMS2	S	0.0
YJR148W	BAT2	S	1e-05
YJR149W	YJR149W	S	0.0
YJR150C	DAN1	S	1e-05
YJR151C	DAN4	S	0.0
YJR152W	DAL5	S	0.0
YJR153W	PGU1	S	0.0
YJR154W	YJR154W	S	0.0
YJR155W	AAD10	S	0.0
YJR156C	THI11	S	0.0
YJR158W	HXT16	S	2e-05
YJR159W	SOR1	S	2e-05
YJR160C	MPH3	S	0.0
YJR161C	COS5	S	0.0
YKL001C	MET14	S	0.0
YKL004W	AUR1	S	0.0
YKL005C	BYE1	S	0.0
YKL006C-A	SFT1	S	0.0
YKL007W	CAP1	S	2e-05
YKL008C	LAC1	S	3e-05
YKL009W	MRT4	S	0.0
YKL010C	UFD4	S	0.0
YKL011C	CCE1	S	0.0
YKL015W	PUT3	S	0.0
YKL017C	HCS1	S	0.0
YKL018C-A	YKL018C-A	S	1e-05
YKL020C	SPT23	S	1e-05
YKL021C	MAK11	S	0.0
YKL023C-A	YKL023C-A	S	0.0
YKL023W	YKL023W	S	0.0
YKL024C	URA6	S	0.0
YKL026C	GPX1	S	0.0
YKL027W	TCD2	S	1e-05
YKL029C	MAE1	S	0.0
YKL032C	IXR1	S	0.0
YKL033W	TTI1	S	0.0
YKL033W-A	YKL033W-A	S	0.0
YKL034W	TUL1	S	0.0
YKL035W	UGP1	S	0.0
YKL037W	AIM26	S	0.0
YKL038W	RGT1	S	0.0
YKL039W	PTM1	S	0.0
YKL040C	NFU1	S	0.0
YKL043W	PHD1	S	0.0
YKL046C	DCW1	S	1e-05
YKL047W	ANR2	S	0.0
YKL048C	ELM1	S	0.0
YKL049C	CSE4	S	0.0
YKL050C	YKL050C	S	0.0
YKL051W	SFK1	S	0.0
YKL053C-A	MDM35	S	0.0
YKL055C	OAR1	S	0.0
YKL056C	TMA19	S	4e-05
YKL060C	FBA1	S	1e-05
YKL061W	BLI1	S	1e-05
YKL062W	MSN4	S	0.0
YKL063C	YKL063C	S	0.0
YKL064W	MNR2	S	0.0
YKL065C	YET1	S	0.0
YKL065W-A	YKL065W-A	S	0.0
YKL067W	YNK1	S	0.0
YKL068W	NUP100	S	0.0
YKL068W-A	YKL068W-A	S	0.0
YKL069W	YKL069W	S	2e-05
YKL070W	YKL070W	S	0.0
YKL071W	YKL071W	S	0.0
YKL072W	STB6	S	0.0
YKL073W	LHS1	S	0.0
YKL075C	YKL075C	S	0.0
YKL077W	YKL077W	S	0.0
YKL078W	DHR2	S	0.0
YKL079W	SMY1	S	0.0
YKL082C	RRP14	S	0.0
YKL084W	HOT13	S	1e-05
YKL085W	MDH1	S	0.0
YKL086W	SRX1	S	0.0
YKL087C	CYT2	S	0.0
YKL088W	CAB3	S	9e-05
YKL089W	MIF2	S	0.0
YKL090W	CUE2	S	0.0
YKL091C	YKL091C	S	0.0
YKL092C	BUD2	S	0.0
YKL093W	MBR1	S	0.0
YKL094W	YJU3	S	0.0
YKL095W	YJU2	S	0.0
YKL096W	CWP1	S	0.0
YKL096W-A	CWP2	S	0.0
YKL098W	MTC2	S	3e-05
YKL099C	UTP11	S	0.0
YKL100C	YPF1	S	0.0
YKL101W	HSL1	S	0.0
YKL103C	APE1	S	0.0
YKL104C	GFA1	S	0.0
YKL105C	SEG2	S	0.0
YKL106C-A	YKL106C-A	S	0.0
YKL106W	AAT1	S	0.0
YKL107W	YKL107W	S	0.0
YKL110C	KTI12	S	0.0
YKL113C	RAD27	S	0.0
YKL114C	APN1	S	0.0
YKL116C	PRR1	S	0.0
YKL117W	SBA1	S	0.0
YKL120W	OAC1	S	1e-05
YKL121W	DGR2	S	0.0
YKL124W	SSH4	S	0.0
YKL125W	RRN3	S	0.0
YKL126W	YPK1	S	0.0
YKL127W	PGM1	S	0.0
YKL128C	PMU1	S	0.0
YKL129C	MYO3	S	0.0
YKL130C	SHE2	S	0.0
YKL132C	RMA1	S	0.0
YKL133C	YKL133C	S	1e-05
YKL134C	OCT1	S	0.0
YKL137W	CMC1	S	0.0
YKL140W	TGL1	S	0.0
YKL142W	MRP8	S	0.0
YKL146W	AVT3	S	2e-05
YKL149C	DBR1	S	0.0
YKL150W	MCR1	S	0.0
YKL151C	YKL151C	S	0.0
YKL152C	GPM1	S	0.0
YKL157W	APE2	S	0.0
YKL159C	RCN1	S	0.0
YKL160W	ELF1	S	0.0
YKL161C	KDX1	S	0.0
YKL162C	YKL162C	S	0.0
YKL163W	PIR3	S	0.0
YKL164C	PIR1	S	0.0
YKL165C	MCD4	S	0.0
YKL168C	KKQ8	S	0.0
YKL171W	NNK1	S	0.0
YKL172W	EBP2	S	0.0
YKL174C	TPO5	S	0.0
YKL175W	ZRT3	S	0.0
YKL176C	LST4	S	0.0
YKL178C	STE3	S	0.0
YKL179C	COY1	S	0.0
YKL181W	PRS1	S	0.0
YKL183W	LOT5	S	0.0
YKL184W	SPE1	S	0.0
YKL187C	FAT3	S	0.0
YKL191W	DPH2	S	1e-05
YKL192C	ACP1	S	0.0
YKL194C	MST1	S	0.0
YKL195W	MIA40	S	0.0
YKL196C	YKT6	S	0.0
YKL197C	PEX1	S	0.0
YKL198C	PTK1	S	0.0
YKL201C	MNN4	S	0.0
YKL204W	EAP1	S	0.0
YKL205W	LOS1	S	0.0
YKL206C	ADD66	S	0.0
YKL207W	EMC3	S	0.0
YKL208W	CBT1	S	0.0
YKL209C	STE6	S	0.0
YKL210W	UBA1	S	0.0
YKL212W	SAC1	S	0.0
YKL213C	DOA1	S	0.0
YKL214C	YRA2	S	0.0
YKL215C	OXP1	S	1e-05
YKL216W	URA1	S	0.0
YKL217W	JEN1	S	3e-05
YKL218C	SRY1	S	0.0
YKL219W	COS9	S	0.0
YKL220C	FRE2	S	0.0
YKL221W	MCH2	S	0.0
YKL222C	YKL222C	S	0.0
YKR001C	VPS1	S	0.0
YKR003W	OSH6	S	0.0
YKR004C	ECM9	S	0.0
YKR005C	YKR005C	S	0.0
YKR009C	FOX2	S	1e-05
YKR010C	TOF2	S	0.0
YKR011C	YKR011C	S	0.0
YKR013W	PRY2	S	0.0
YKR014C	YPT52	S	0.0
YKR015C	YKR015C	S	0.0
YKR016W	MIC60	S	0.0
YKR017C	HEL1	S	2e-05
YKR018C	YKR018C	S	0.0
YKR019C	IRS4	S	6e-05
YKR021W	ALY1	S	0.0
YKR023W	YKR023W	S	0.0
YKR024C	DBP7	S	0.0
YKR030W	GMH1	S	0.0
YKR031C	SPO14	S	0.0
YKR034W	DAL80	S	0.0
YKR035W-A	DID2	S	1e-05
YKR036C	CAF4	S	0.0
YKR039W	GAP1	S	0.0
YKR041W	YKR041W	S	0.0
YKR042W	UTH1	S	3e-05
YKR043C	SHB17	S	0.0
YKR044W	UIP5	S	1e-05
YKR045C	YKR045C	S	7e-05
YKR046C	PET10	S	0.0
YKR048C	NAP1	S	0.0
YKR049C	FMP46	S	0.0
YKR050W	TRK2	S	0.0
YKR051W	YKR051W	S	0.0
YKR052C	MRS4	S	0.0
YKR053C	YSR3	S	0.0
YKR055W	RHO4	S	0.0
YKR056W	TRM2	S	0.0
YKR058W	GLG1	S	0.0
YKR060W	UTP30	S	0.0
YKR061W	KTR2	S	0.0
YKR063C	LAS1	S	0.0
YKR064W	OAF3	S	0.0
YKR066C	CCP1	S	1e-05
YKR067W	GPT2	S	0.0
YKR069W	MET1	S	0.0
YKR070W	YKR070W	S	0.0
YKR071C	DRE2	S	0.0
YKR072C	SIS2	S	0.0
YKR074W	AIM29	S	2e-05
YKR075C	YKR075C	S	0.0
YKR076W	ECM4	S	0.0
YKR077W	MSA2	S	1e-05
YKR078W	YKR078W	S	1e-05
YKR079C	TRZ1	S	0.0
YKR080W	MTD1	S	2e-05
YKR081C	RPF2	S	2e-05
YKR082W	NUP133	S	1e-05
YKR084C	HBS1	S	0.0
YKR086W	PRP16	S	1e-05
YKR087C	OMA1	S	0.0
YKR088C	TVP38	S	0.0
YKR089C	TGL4	S	0.0
YKR090W	PXL1	S	0.0
YKR091W	SRL3	S	0.0
YKR092C	SRP40	S	0.0
YKR093W	PTR2	S	2e-05
YKR095W	MLP1	S	0.0
YKR096W	ESL2	S	8e-05
YKR097W	PCK1	S	0.0
YKR098C	UBP11	S	0.0
YKR099W	BAS1	S	1e-05
YKR100C	SKG1	S	0.0
YKR101W	SIR1	S	0.0
YKR102W	FLO10	S	0.0
YKR103W	NFT1	S	0.0
YKR104W	YKR104W	S	0.0
YKR105C	VBA5	S	0.0
YKR106W	GEX2	S	0.0
YLL001W	DNM1	S	0.0
YLL003W	SFI1	S	0.0
YLL005C	SPO75	S	0.0
YLL007C	YLL007C	S	1e-05
YLL008W	DRS1	S	0.0
YLL009C	COX17	S	0.0
YLL011W	SOF1	S	0.0
YLL012W	YEH1	S	2e-05
YLL013C	PUF3	S	0.0
YLL014W	EMC6	S	8e-05
YLL015W	BPT1	S	0.0
YLL018C	DPS1	S	0.0
YLL018C-A	COX19	S	0.0
YLL019C	KNS1	S	0.0
YLL023C	POM33	S	0.0
YLL024C	SSA2	S	0.0
YLL025W	PAU17	S	0.0
YLL026W	HSP104	S	0.0
YLL027W	ISA1	S	0.0
YLL028W	TPO1	S	0.0
YLL029W	FRA1	S	0.0
YLL031C	GPI13	S	0.0
YLL032C	YLL032C	S	0.0
YLL033W	IRC19	S	0.0
YLL034C	RIX7	S	0.0
YLL035W	GRC3	S	0.0
YLL038C	ENT4	S	0.0
YLL039C	UBI4	S	3e-05
YLL040C	VPS13	S	1e-05
YLL042C	ATG10	S	0.0
YLL043W	FPS1	S	3e-05
YLL048C	YBT1	S	0.0
YLL049W	LDB18	S	0.0
YLL050C	COF1	S	0.0
YLL051C	FRE6	S	0.0
YLL052C	AQY2	S	0.0
YLL053C	YLL053C	S	1e-05
YLL054C	YLL054C	S	1e-05
YLL055W	YCT1	S	0.0
YLL056C	YLL056C	S	0.0
YLL057C	JLP1	S	0.0
YLL058W	YLL058W	S	0.0
YLL060C	GTT2	S	0.0
YLL061W	MMP1	S	0.0
YLL062C	MHT1	S	0.0
YLL063C	AYT1	S	0.0
YLL064C	PAU18	S	0.0
YLL066C	YLL066C	S	0.0
YLL067C	YLL067C	S	0.0
YLR001C	YLR001C	S	0.0
YLR003C	CMS1	S	0.0
YLR004C	THI73	S	0.0
YLR006C	SSK1	S	0.0
YLR009W	RLP24	S	0.0
YLR010C	TEN1	S	0.0
YLR011W	LOT6	S	0.0
YLR013W	GAT3	S	0.0
YLR014C	PPR1	S	0.0
YLR017W	MEU1	S	0.0
YLR018C	POM34	S	0.0
YLR019W	PSR2	S	0.0
YLR020C	YEH2	S	0.0
YLR021W	IRC25	S	0.0
YLR022C	SDO1	S	0.0
YLR023C	IZH3	S	0.0
YLR024C	UBR2	S	0.0
YLR026C	SED5	S	0.0
YLR027C	AAT2	S	0.0
YLR028C	ADE16	S	1e-05
YLR030W	YLR030W	S	0.0
YLR031W	YLR031W	S	0.0
YLR032W	RAD5	S	0.0
YLR034C	SMF3	S	0.0
YLR035C-A	YLR035C-A	S	0.0
YLR036C	YLR036C	S	0.0
YLR037C	PAU23	S	0.0
YLR040C	AFB1	S	1e-05
YLR042C	YLR042C	S	0.0
YLR044C	PDC1	S	0.0
YLR045C	STU2	S	0.0
YLR046C	YLR046C	S	0.0
YLR047C	FRE8	S	0.0
YLR049C	YLR049C	S	0.0
YLR050C	YLR050C	S	0.0
YLR051C	FCF2	S	0.0
YLR053C	YLR053C	S	0.0
YLR054C	OSW2	S	0.0
YLR056W	ERG3	S	0.0
YLR057W	MNL2	S	0.0
YLR058C	SHM2	S	0.0
YLR059C	REX2	S	0.0
YLR063W	BMT6	S	0.0
YLR064W	PER33	S	0.0
YLR065C	ENV10	S	0.0
YLR068W	FYV7	S	0.0
YLR069C	MEF1	S	0.0
YLR070C	XYL2	S	0.0
YLR072W	YLR072W	S	0.0
YLR073C	RFU1	S	0.0
YLR074C	BUD20	S	0.0
YLR077W	FMP25	S	0.0
YLR078C	BOS1	S	0.0
YLR079W	SIC1	S	0.0
YLR080W	EMP46	S	0.0
YLR081W	GAL2	S	0.0
YLR082C	SRL2	S	0.0
YLR083C	EMP70	S	0.0
YLR084C	RAX2	S	0.0
YLR087C	CSF1	S	0.0
YLR089C	ALT1	S	0.0
YLR090W	XDJ1	S	0.0
YLR091W	GEP5	S	0.0
YLR092W	SUL2	S	0.0
YLR093C	NYV1	S	0.0
YLR094C	GIS3	S	0.0
YLR096W	KIN2	S	0.0
YLR097C	HRT3	S	0.0
YLR098C	CHA4	S	0.0
YLR099C	ICT1	S	0.0
YLR099W-A	MIM2	S	0.0
YLR100W	ERG27	S	0.0
YLR103C	CDC45	S	0.0
YLR104W	LCL2	S	0.0
YLR106C	MDN1	S	0.0
YLR107W	REX3	S	0.0
YLR108C	YLR108C	S	0.0
YLR109W	AHP1	S	0.0
YLR110C	CCW12	S	0.0
YLR113W	HOG1	S	0.0
YLR114C	AVL9	S	0.0
YLR118C	YLR118C	S	0.0
YLR120C	YPS1	S	2e-05
YLR121C	YPS3	S	0.0
YLR125W	YLR125W	S	0.0
YLR126C	YLR126C	S	0.0
YLR128W	DCN1	S	0.0
YLR130C	ZRT2	S	0.0
YLR131C	ACE2	S	1e-05
YLR132C	USB1	S	0.0
YLR133W	CKI1	S	0.0
YLR134W	PDC5	S	0.0
YLR136C	TIS11	S	0.0
YLR137W	RKM5	S	0.0
YLR138W	NHA1	S	0.0
YLR139C	SLS1	S	0.0
YLR142W	PUT1	S	0.0
YLR143W	DPH6	S	1e-05
YLR144C	ACF2	S	0.0
YLR146C	SPE4	S	0.0
YLR146W-A	YLR146W-A	S	0.0
YLR149C	YLR149C	S	0.0
YLR150W	STM1	S	0.0
YLR151C	PCD1	S	0.0
YLR152C	YLR152C	S	0.0
YLR153C	ACS2	S	0.0
YLR154C-G	YLR154C-G	S	2e-05
YLR154W-C	TAR1	S	0.0
YLR156W	YLR156W	S	0.0
YLR157C	ASP3-2	S	0.0
YLR157C-A	YLR157C-A	S	0.0
YLR157C-B	YLR157C-B	S	1e-05
YLR157W-E	YLR157W-E	S	0.0
YLR159W	YLR159W	S	0.0
YLR160C	ASP3-4	S	0.0
YLR161W	YLR161W	S	0.0
YLR164W	SHH4	S	1e-05
YLR168C	UPS2	S	0.0
YLR172C	DPH5	S	0.0
YLR173W	YLR173W	S	5e-05
YLR174W	IDP2	S	0.0
YLR175W	CBF5	S	1e-05
YLR176C	RFX1	S	0.0
YLR177W	YLR177W	S	0.0
YLR178C	TFS1	S	0.0
YLR179C	YLR179C	S	1e-05
YLR180W	SAM1	S	0.0
YLR181C	VTA1	S	1e-05
YLR183C	TOS4	S	0.0
