orf	name	type	betw
YDL190C	UFD2	S	0.00018
YDL193W	NUS1	S	0.0
YDL194W	SNF3	S	2e-05
YDL197C	ASF2	S	3e-05
YDL198C	GGC1	S	0.00033
YDL199C	YDL199C	S	0.00108
YDL200C	MGT1	S	0.00143
YDL203C	ACK1	S	0.00059
YDL206W	YDL206W	S	0.00317
YDL210W	UGA4	S	0.00202
YDL214C	PRR2	S	0.0
YDL215C	GDH2	S	0.00724
YDL218W	YDL218W	S	0.00084
YDL223C	HBT1	S	0.0002
YDL224C	WHI4	S	0.00279
YDL225W	SHS1	S	0.00519
YDL226C	GCS1	S	0.0
YDL227C	HO	S	0.0
YDL230W	PTP1	S	0.0
YDL233W	MFG1	S	0.0
YDL234C	GYP7	S	0.0
YDL235C	YPD1	S	4e-05
YDL236W	PHO13	S	7e-05
YDL238C	GUD1	S	0.0
YDL240W	LRG1	S	0.00279
YDL241W	YDL241W	S	0.0
YDL245C	HXT15	S	0.00036
YDL248W	COS7	S	0.0
YDR001C	NTH1	S	4e-05
YDR002W	YRB1	S	0.00037
YDR005C	MAF1	S	0.00324
YDR006C	SOK1	S	0.00254
YDR007W	TRP1	S	0.00156
YDR011W	SNQ2	S	0.0
YDR014W	RAD61	S	9e-05
YDR014W-A	HED1	S	0.0
YDR017C	KCS1	S	0.0001
YDR018C	YDR018C	S	0.00752
YDR020C	DAS2	S	0.0
YDR021W	FAL1	S	0.0
YDR022C	ATG31	S	9e-05
YDR026C	NSI1	S	0.0
YDR033W	MRH1	S	0.0
YDR034C	LYS14	S	0.0001
YDR034C-D	YDR034C-D	S	0.00099
YDR035W	ARO3	S	0.0
YDR036C	EHD3	S	9e-05
YDR037W	KRS1	S	0.00046
YDR038C	ENA5	S	0.00041
YDR039C	ENA2	S	0.00267
YDR043C	NRG1	S	0.00039
YDR044W	HEM13	S	0.00019
YDR046C	BAP3	S	0.00649
YDR049W	VMS1	S	0.0
YDR051C	DET1	S	0.0
YDR056C	YDR056C	S	0.00325
YDR058C	TGL2	S	0.00049
YDR059C	UBC5	S	0.00041
YDR063W	AIM7	S	0.00123
YDR065W	RRG1	S	5e-05
YDR068W	DOS2	S	0.00589
YDR069C	DOA4	S	0.00125
YDR070C	FMP16	S	0.005
YDR071C	PAA1	S	0.00083
YDR077W	SED1	S	0.0
YDR078C	SHU2	S	0.0
YDR079W	PET100	S	0.0
YDR081C	PDC2	S	0.0
YDR082W	STN1	S	0.00175
YDR084C	TVP23	S	0.0133
YDR085C	AFR1	S	0.00246
YDR088C	SLU7	S	0.00049
YDR089W	YDR089W	S	0.00202
YDR093W	DNF2	S	0.00112
YDR096W	GIS1	S	0.00015
YDR098C	GRX3	S	0.0089
YDR104C	SPO71	S	0.0
YDR105C	TMS1	S	0.00128
YDR107C	TMN2	S	0.00681
YDR110W	FOB1	S	1e-05
YDR111C	ALT2	S	0.00132
YDR119W	VBA4	S	0.00504
YDR119W-A	COX26	S	0.00575
YDR120C	TRM1	S	0.00079
YDR122W	KIN1	S	0.00129
YDR124W	YDR124W	S	0.00011
YDR128W	MTC5	S	0.00338
YDR131C	YDR131C	S	0.0
YDR132C	YDR132C	S	0.00613
YDR139C	RUB1	S	0.00166
YDR140W	MTQ2	S	0.0011
YDR142C	PEX7	S	4e-05
YDR144C	MKC7	S	0.00438
YDR146C	SWI5	S	0.00028
YDR147W	EKI1	S	0.0
YDR151C	CTH1	S	0.0
YDR152W	GIR2	S	0.00026
YDR160W	SSY1	S	0.00015
YDR161W	YDR161W	S	0.00249
YDR162C	NBP2	S	0.00066
YDR163W	CWC15	S	0.00054
YDR164C	SEC1	S	0.0028
YDR168W	CDC37	S	1e-05
YDR169C	STB3	S	0.00265
YDR170W-A	YDR170W-A	S	0.0138
YDR177W	UBC1	S	0.0003
YDR179W-A	YDR179W-A	S	0.0
YDR183W	PLP1	S	0.00026
YDR184C	ATC1	S	0.00088
YDR185C	UPS3	S	0.0002
YDR186C	YDR186C	S	0.00108
YDR189W	SLY1	S	0.00047
YDR191W	HST4	S	0.0007
YDR194C	MSS116	S	0.0017
YDR196C	CAB5	S	0.00139
YDR198C	RKM2	S	0.00045
YDR205W	MSC2	S	0.01134
YDR206W	EBS1	S	0.00033
YDR208W	MSS4	S	0.00072
YDR210W-B	YDR210W-B	S	4e-05
YDR213W	UPC2	S	0.0
YDR216W	ADR1	S	0.00023
YDR217C	RAD9	S	0.01049
YDR218C	SPR28	S	4e-05
YDR219C	MFB1	S	0.00059
YDR222W	YDR222W	S	0.00092
YDR223W	CRF1	S	0.00388
YDR226W	ADK1	S	0.00029
YDR232W	HEM1	S	0.0024
YDR234W	LYS4	S	0.00052
YDR236C	FMN1	S	0.0
YDR239C	YDR239C	S	0.00087
YDR244W	PEX5	S	0.0019
YDR248C	YDR248C	S	2e-05
YDR251W	PAM1	S	0.00175
YDR254W	CHL4	S	0.00063
YDR256C	CTA1	S	0.00196
YDR258C	HSP78	S	0.00195
YDR259C	YAP6	S	0.00157
YDR261W-A	YDR261W-A	S	0.00298
YDR261W-B	YDR261W-B	S	0.00223
YDR263C	DIN7	S	0.0
YDR266C	HEL2	S	5e-05
YDR267C	CIA1	S	4e-05
YDR270W	CCC2	S	1e-05
YDR272W	GLO2	S	0.00111
YDR273W	DON1	S	0.00039
YDR276C	PMP3	S	8e-05
YDR277C	MTH1	S	0.00111
YDR284C	DPP1	S	0.00326
YDR287W	INM2	S	0.00312
YDR291W	HRQ1	S	0.0
YDR296W	MHR1	S	0.0
YDR297W	SUR2	S	0.00043
YDR299W	BFR2	S	0.00023
YDR300C	PRO1	S	0.00032
YDR302W	GPI11	S	0.00017
YDR304C	CPR5	S	3e-05
YDR306C	YDR306C	S	0.00019
YDR307W	PMT7	S	0.0
YDR309C	GIC2	S	0.00201
YDR312W	SSF2	S	1e-05
YDR313C	PIB1	S	1e-05
YDR314C	RAD34	S	1e-05
YDR315C	IPK1	S	0.00175
YDR316W	OMS1	S	0.00021
YDR319C	YFT2	S	0.0
YDR320C	SWA2	S	0.00513
YDR323C	PEP7	S	0.00121
YDR326C	YSP2	S	0.00031
YDR329C	PEX3	S	0.03352
YDR330W	UBX5	S	3e-05
YDR332W	IRC3	S	0.00021
YDR339C	FCF1	S	0.00198
YDR341C	YDR341C	S	0.0
YDR342C	HXT7	S	0.00542
YDR343C	HXT6	S	9e-05
YDR345C	HXT3	S	1e-05
YDR346C	SVF1	S	0.00021
YDR350C	ATP22	S	1e-05
YDR352W	YPQ2	S	0.00064
YDR353W	TRR1	S	0.00016
YDR354W	TRP4	S	6e-05
YDR357C	CNL1	S	2e-05
YDR358W	GGA1	S	0.0
YDR361C	BCP1	S	0.0
YDR363W	ESC2	S	0.0
YDR364C	CDC40	S	0.0
YDR366C	YDR366C	S	0.0
YDR367W	KEI1	S	1e-05
YDR372C	VPS74	S	0.00054
YDR373W	FRQ1	S	0.0
YDR374C	PHO92	S	2e-05
YDR374W-A	WIP1	S	0.00309
YDR375C	BCS1	S	0.00087
YDR376W	ARH1	S	0.00013
YDR379C-A	SDH6	S	0.00036
YDR379W	RGA2	S	3e-05
YDR380W	ARO10	S	0.00182
YDR383C	NKP1	S	0.00172
YDR384C	ATO3	S	0.0
YDR387C	YDR387C	S	0.0014
YDR389W	SAC7	S	6e-05
YDR393W	SHE9	S	0.0001
YDR395W	SXM1	S	0.00705
YDR398W	UTP5	S	1e-05
YDR400W	URH1	S	0.00011
YDR406W	PDR15	S	0.00579
YDR408C	ADE8	S	0.00055
YDR410C	STE14	S	0.00145
YDR411C	DFM1	S	8e-05
YDR414C	ERD1	S	0.00407
YDR419W	RAD30	S	0.00311
YDR420W	HKR1	S	0.00021
YDR421W	ARO80	S	0.00045
YDR423C	CAD1	S	1e-05
YDR428C	BNA7	S	0.0004
YDR430C	CYM1	S	0.00073
YDR436W	PPZ2	S	0.00267
YDR440W	DOT1	S	0.00074
YDR446W	ECM11	S	0.0
YDR451C	YHP1	S	0.0
YDR452W	PPN1	S	0.00358
YDR453C	TSA2	S	0.0
YDR454C	GUK1	S	0.00316
YDR456W	NHX1	S	0.00339
YDR458C	HEH2	S	0.00261
YDR459C	PFA5	S	0.00138
YDR463W	STP1	S	0.00026
YDR464W	SPP41	S	7e-05
YDR466W	PKH3	S	0.00074
YDR475C	JIP4	S	2e-05
YDR476C	YDR476C	S	5e-05
YDR481C	PHO8	S	8e-05
YDR482C	CWC21	S	0.00191
YDR483W	KRE2	S	5e-05
YDR486C	VPS60	S	0.00307
YDR487C	RIB3	S	0.0
YDR490C	PKH1	S	0.00016
YDR493W	MZM1	S	0.00017
YDR494W	RSM28	S	0.0048
YDR497C	ITR1	S	0.0
YDR499W	LCD1	S	1e-05
YDR501W	PLM2	S	0.0
YDR502C	SAM2	S	0.0
YDR503C	LPP1	S	0.0
YDR504C	SPG3	S	0.00016
YDR505C	PSP1	S	0.00017
YDR506C	GMC1	S	3e-05
YDR508C	GNP1	S	0.00037
YDR511W	SDH7	S	0.00035
YDR513W	GRX2	S	0.00197
YDR516C	EMI2	S	0.0
YDR518W	EUG1	S	9e-05
YDR519W	FPR2	S	0.00363
YDR520C	URC2	S	0.00146
YDR524C	AGE1	S	0.00313
YDR524C-B	YDR524C-B	S	0.00011
YDR532C	KRE28	S	0.0
YDR533C	HSP31	S	0.0
YDR536W	STL1	S	0.0
YDR538W	PAD1	S	0.00048
YDR541C	YDR541C	S	0.00086
YDR545W	YRF1-1	S	2e-05
YEL001C	IRC22	S	0.00199
YEL004W	YEA4	S	0.00097
YEL005C	VAB2	S	0.00021
YEL012W	UBC8	S	0.00111
YEL017C-A	PMP2	S	0.00084
YEL017W	GTT3	S	0.00158
YEL022W	GEA2	S	0.00193
YEL023C	YEL023C	S	0.01371
YEL025C	YEL025C	S	0.00037
YEL029C	BUD16	S	0.00013
YEL030W	ECM10	S	7e-05
YEL031W	SPF1	S	0.00746
YEL039C	CYC7	S	0.0
YEL040W	UTR2	S	0.00137
YEL041W	YEF1	S	0.0
YEL042W	GDA1	S	0.00254
YEL043W	YEL043W	S	0.00047
YEL044W	IES6	S	5e-05
YEL047C	FRD1	S	0.00012
YEL048C	TCA17	S	0.00027
YEL058W	PCM1	S	0.0
YEL060C	PRB1	S	0.0
YEL061C	CIN8	S	0.00045
YEL062W	NPR2	S	0.00587
YEL064C	AVT2	S	0.0
YEL065W	SIT1	S	3e-05
YEL071W	DLD3	S	0.00651
YEL072W	RMD6	S	0.00029
YER001W	MNN1	S	0.00046
YER002W	NOP16	S	0.00028
YER003C	PMI40	S	0.00048
YER004W	FMP52	S	0.00245
YER005W	YND1	S	0.00195
YER007C-A	TMA20	S	9e-05
YER007W	PAC2	S	8e-05
YER009W	NTF2	S	0.00355
YER015W	FAA2	S	0.00323
YER016W	BIM1	S	0.00038
YER019W	ISC1	S	0.00062
YER023W	PRO3	S	0.00137
YER024W	YAT2	S	0.00327
YER026C	CHO1	S	0.00096
YER028C	MIG3	S	0.00125
YER032W	FIR1	S	0.00309
YER033C	ZRG8	S	0.00063
YER035W	EDC2	S	0.00147
YER039C	HVG1	S	0.0
YER040W	GLN3	S	0.00293
YER041W	YEN1	S	0.00637
YER042W	MXR1	S	0.00023
YER043C	SAH1	S	0.00032
YER044C	ERG28	S	0.00054
YER044C-A	MEI4	S	6e-05
YER045C	ACA1	S	0.00027
YER047C	SAP1	S	0.0
YER049W	TPA1	S	4e-05
YER052C	HOM3	S	0.00386
YER053C	PIC2	S	0.0
YER054C	GIP2	S	0.00328
YER056C	FCY2	S	0.00435
YER057C	HMF1	S	1e-05
YER058W	PET117	S	3e-05
YER059W	PCL6	S	0.00086
YER060W-A	FCY22	S	0.00024
YER061C	CEM1	S	0.00116
YER062C	GPP2	S	0.0006
YER064C	VHR2	S	0.0
YER065C	ICL1	S	0.001
YER071C	TDA2	S	3e-05
YER074W-A	YOS1	S	0.0
YER075C	PTP3	S	0.00013
YER077C	YER077C	S	0.00385
YER078C	ICP55	S	0.0
YER081W	SER3	S	0.00031
YER086W	ILV1	S	0.0
YER087W	AIM10	S	5e-05
YER088C	DOT6	S	0.0
YER089C	PTC2	S	0.0
YER091C	MET6	S	0.0
YER092W	IES5	S	0.00039
YER098W	UBP9	S	0.0
YER099C	PRS2	S	0.0
YER100W	UBC6	S	0.0001
YER101C	AST2	S	0.00209
YER104W	RTT105	S	0.00012
YER105C	NUP157	S	0.0
YER107C	GLE2	S	0.00227
YER109C	FLO8	S	0.0
YER113C	TMN3	S	0.00044
YER115C	SPR6	S	0.01485
YER121W	YER121W	S	0.00099
YER123W	YCK3	S	0.00083
YER124C	DSE1	S	0.00068
YER127W	LCP5	S	0.00885
YER128W	VFA1	S	6e-05
YER129W	SAK1	S	0.00012
YER130C	COM2	S	0.0001
YER132C	PMD1	S	0.0002
YER134C	YER134C	S	0.00119
YER136W	GDI1	S	0.0003
YER138C	YER138C	S	8e-05
YER139C	RTR1	S	0.00016
YER141W	COX15	S	0.00086
YER142C	MAG1	S	0.00032
YER143W	DDI1	S	0.0
YER144C	UBP5	S	1e-05
YER153C	PET122	S	0.00313
YER154W	OXA1	S	0.00099
YER158C	YER158C	S	0.00097
YER160C	YER160C	S	0.0
YER161C	SPT2	S	0.0
YER166W	DNF1	S	0.00147
YER167W	BCK2	S	0.0
YER168C	CCA1	S	0.00211
YER170W	ADK2	S	0.00354
YER174C	GRX4	S	0.00077
YER179W	DMC1	S	0.00029
YER180C	ISC10	S	0.01221
YER180C-A	SLO1	S	0.00037
YER182W	FMP10	S	0.0
YFL002W-A	YFL002W-A	S	0.00093
YFL003C	MSH4	S	0.0
YFL007W	BLM10	S	0.00025
YFL011W	HXT10	S	0.00325
YFL016C	MDJ1	S	0.0
YFL017C	GNA1	S	0.0
YFL021W	GAT1	S	5e-05
YFL025C	BST1	S	0.0
YFL026W	STE2	S	0.0
YFL028C	CAF16	S	0.0
YFL029C	CAK1	S	0.00017
YFL031W	HAC1	S	0.00371
YFL033C	RIM15	S	0.00373
YFL034W	YFL034W	S	0.00058
YFL036W	RPO41	S	4e-05
YFL040W	YFL040W	S	0.0
YFL042C	YFL042C	S	0.00022
YFL045C	SEC53	S	0.0
YFL046W	FMP32	S	0.0
YFL047W	RGD2	S	0.00028
YFL050C	ALR2	S	0.00077
YFL053W	DAK2	S	1e-05
YFL054C	YFL054C	S	0.00066
YFL055W	AGP3	S	0.00055
YFL059W	SNZ3	S	0.00064
YFL060C	SNO3	S	0.00129
YFL062W	COS4	S	0.0
YFL066C	YFL066C	S	0.00016
YFR003C	YPI1	S	0.00038
YFR007W	YFH7	S	0.0
YFR011C	MIC19	S	0.0
YFR015C	GSY1	S	0.0
YFR016C	YFR016C	S	0.00116
YFR017C	IGD1	S	0.0
YFR019W	FAB1	S	1e-05
YFR021W	ATG18	S	1e-05
YFR022W	ROG3	S	0.0002
YFR025C	HIS2	S	0.0
YFR027W	ECO1	S	1e-05
YFR029W	PTR3	S	0.0
YFR032C	RRT5	S	0.0002
YFR038W	IRC5	S	0.0
YFR039C	OSW7	S	0.00104
YFR041C	ERJ5	S	0.00033
YFR042W	KEG1	S	0.00016
YFR043C	IRC6	S	9e-05
YFR046C	CNN1	S	0.00016
YFR047C	BNA6	S	0.00106
YFR053C	HXK1	S	1e-05
YFR055W	IRC7	S	0.00071
YGL001C	ERG26	S	9e-05
YGL002W	ERP6	S	1e-05
YGL004C	RPN14	S	5e-05
YGL006W	PMC1	S	0.00018
YGL009C	LEU1	S	0.00257
YGL012W	ERG4	S	0.00372
YGL013C	PDR1	S	0.00587
YGL015C	YGL015C	S	0.00109
YGL016W	KAP122	S	0.0
YGL017W	ATE1	S	0.00096
YGL018C	JAC1	S	0.00019
YGL021W	ALK1	S	0.00108
YGL023C	PIB2	S	0.00024
YGL026C	TRP5	S	0.0005
YGL027C	CWH41	S	0.00093
YGL028C	SCW11	S	0.0051
YGL029W	CGR1	S	0.0
YGL035C	MIG1	S	0.0
YGL036W	YGL036W	S	0.00052
YGL037C	PNC1	S	0.0
YGL038C	OCH1	S	0.00256
YGL039W	YGL039W	S	0.00408
YGL043W	DST1	S	0.00076
YGL045W	RIM8	S	0.00192
YGL050W	TYW3	S	0.00062
YGL053W	PRM8	S	0.0005
YGL054C	ERV14	S	0.00036
YGL055W	OLE1	S	0.00232
YGL056C	SDS23	S	8e-05
YGL057C	GEP7	S	0.00277
YGL060W	YBP2	S	8e-05
YGL062W	PYC1	S	0.00057
YGL064C	MRH4	S	0.00028
YGL065C	ALG2	S	0.00151
YGL067W	NPY1	S	0.00109
YGL071W	AFT1	S	0.00061
YGL073W	HSF1	S	0.00013
YGL079W	KXD1	S	0.00236
YGL080W	MPC1	S	1e-05
YGL081W	YGL081W	S	1e-05
YGL082W	YGL082W	S	0.00056
YGL083W	SCY1	S	0.0
YGL084C	GUP1	S	0.00073
YGL089C	MF(ALPHA)2	S	0.0
YGL091C	NBP35	S	0.00078
YGL095C	VPS45	S	0.0
YGL096W	TOS8	S	4e-05
YGL097W	SRM1	S	0.00114
YGL104C	VPS73	S	0.0
YGL108C	YGL108C	S	0.00012
YGL110C	CUE3	S	1e-05
YGL113W	SLD3	S	0.0001
YGL114W	YGL114W	S	0.00139
YGL119W	COQ8	S	0.0
YGL121C	GPG1	S	6e-05
YGL125W	MET13	S	0.0
YGL126W	SCS3	S	0.0
YGL128C	CWC23	S	0.0
YGL131C	SNT2	S	0.0
YGL141W	HUL5	S	0.00711
YGL143C	MRF1	S	0.0016
YGL144C	ROG1	S	0.00086
YGL146C	RRT6	S	0.0
YGL154C	LYS5	S	0.00122
YGL156W	AMS1	S	0.00079
YGL157W	ARI1	S	0.0
YGL161C	YIP5	S	9e-05
YGL162W	SUT1	S	0.0
YGL163C	RAD54	S	0.00099
YGL164C	YRB30	S	0.00321
YGL166W	CUP2	S	0.0019
YGL167C	PMR1	S	0.0
YGL170C	SPO74	S	0.0014
YGL171W	ROK1	S	0.00859
YGL175C	SAE2	S	0.00063
YGL181W	GTS1	S	0.00029
YGL185C	YGL185C	S	0.00089
YGL192W	IME4	S	0.00179
YGL197W	MDS3	S	0.00023
YGL198W	YIP4	S	0.0
YGL202W	ARO8	S	0.0007
YGL205W	POX1	S	0.0
YGL209W	MIG2	S	0.0
YGL210W	YPT32	S	0.0004
YGL211W	NCS6	S	0.00047
YGL215W	CLG1	S	8e-05
YGL216W	KIP3	S	2e-05
YGL219C	MDM34	S	0.00251
YGL220W	FRA2	S	0.00022
YGL222C	EDC1	S	0.00076
YGL225W	VRG4	S	0.0001
YGL229C	SAP4	S	0.0
YGL230C	YGL230C	S	1e-05
YGL232W	TAN1	S	0.00021
YGL234W	ADE5,7	S	0.00069
YGL238W	CSE1	S	0.00411
YGL241W	KAP114	S	0.00141
YGL242C	YGL242C	S	0.0
YGL247W	BRR6	S	0.00028
YGL250W	RMR1	S	0.0
YGL251C	HFM1	S	0.0
YGL253W	HXK2	S	6e-05
YGL254W	FZF1	S	0.0002
YGL255W	ZRT1	S	0.00017
YGL256W	ADH4	S	0.00011
YGL257C	MNT2	S	0.00022
YGL259W	YPS5	S	0.0002
YGL263W	COS12	S	0.00139
YGR001C	EFM5	S	0.00072
YGR004W	PEX31	S	0.00319
YGR010W	NMA2	S	0.0
YGR012W	YGR012W	S	5e-05
YGR014W	MSB2	S	0.0001
YGR016W	YGR016W	S	0.00132
YGR017W	YGR017W	S	0.00025
YGR021W	YGR021W	S	0.0
YGR023W	MTL1	S	0.00012
YGR024C	THG1	S	0.00158
YGR026W	YGR026W	S	0.00062
YGR028W	MSP1	S	0.0008
YGR029W	ERV1	S	0.00012
YGR031W	IMO32	S	0.00135
YGR036C	CAX4	S	0.0011
YGR037C	ACB1	S	0.0
YGR038W	ORM1	S	9e-05
YGR041W	BUD9	S	0.00038
YGR042W	YGR042W	S	0.0
YGR043C	NQM1	S	0.00032
YGR049W	SCM4	S	0.00019
YGR057C	LST7	S	0.0
YGR058W	PEF1	S	1e-05
YGR061C	ADE6	S	3e-05
YGR062C	COX18	S	0.0004
YGR065C	VHT1	S	7e-05
YGR066C	YGR066C	S	0.0
YGR067C	YGR067C	S	0.00051
YGR068C	ART5	S	0.00101
YGR070W	ROM1	S	2e-05
YGR071C	ENV11	S	0.00019
YGR077C	PEX8	S	0.00074
YGR080W	TWF1	S	0.00395
YGR087C	PDC6	S	0.0
YGR093W	DRN1	S	0.0
YGR094W	VAS1	S	0.0
YGR096W	TPC1	S	0.0
YGR099W	TEL2	S	0.0
YGR100W	MDR1	S	0.0
YGR101W	PCP1	S	0.0
YGR102C	GTF1	S	0.00071
YGR105W	VMA21	S	0.00092
YGR106C	VOA1	S	7e-05
YGR116W	SPT6	S	9e-05
YGR121C	MEP1	S	0.0
YGR122W	YGR122W	S	0.0
YGR123C	PPT1	S	0.0
YGR125W	YGR125W	S	1e-05
YGR126W	YGR126W	S	0.00029
YGR131W	FHN1	S	0.00059
YGR133W	PEX4	S	7e-05
YGR136W	LSB1	S	0.0
YGR138C	TPO2	S	0.00525
YGR142W	BTN2	S	0.0
YGR143W	SKN1	S	0.00012
YGR144W	THI4	S	0.00051
YGR145W	ENP2	S	0.0
YGR146C	ECL1	S	0.0
YGR150C	CCM1	S	9e-05
YGR152C	RSR1	S	0.0
YGR153W	YGR153W	S	0.00036
YGR161C	RTS3	S	0.00096
YGR161C-C	YGR161C-C	S	1e-05
YGR161W-B	YGR161W-B	S	0.0
YGR168C	YGR168C	S	0.00031
YGR169C-A	LSO2	S	0.0
YGR171C	MSM1	S	4e-05
YGR172C	YIP1	S	0.0
YGR173W	RBG2	S	0.00173
YGR174C	CBP4	S	0.0
YGR175C	ERG1	S	0.0
YGR177C	ATF2	S	0.0
YGR184C	UBR1	S	0.0
YGR185C	TYS1	S	0.0016
YGR191W	HIP1	S	0.0
YGR194C	XKS1	S	0.0002
YGR196C	FYV8	S	0.00739
YGR197C	SNG1	S	1e-05
YGR198W	YPP1	S	0.0
YGR199W	PMT6	S	0.00493
YGR201C	YGR201C	S	3e-05
YGR202C	PCT1	S	0.0
YGR203W	YCH1	S	0.00023
YGR204W	ADE3	S	1e-05
YGR205W	TDA10	S	0.0006
YGR207C	CIR1	S	0.0
YGR210C	YGR210C	S	7e-05
YGR211W	ZPR1	S	0.0
YGR217W	CCH1	S	0.00303
YGR221C	TOS2	S	0.0
YGR222W	PET54	S	0.00038
YGR223C	HSV2	S	0.00631
YGR224W	AZR1	S	0.00039
YGR225W	AMA1	S	0.00031
YGR229C	SMI1	S	0.00018
YGR233C	PHO81	S	0.00066
YGR235C	MIC26	S	0.00133
YGR237C	YGR237C	S	0.00011
YGR239C	PEX21	S	0.0
YGR241C	YAP1802	S	0.00032
YGR243W	MPC3	S	0.00055
YGR247W	CPD1	S	0.00092
YGR248W	SOL4	S	0.0
YGR249W	MGA1	S	0.00571
YGR250C	YGR250C	S	0.00174
YGR251W	NOP19	S	0.0
YGR255C	COQ6	S	0.0
YGR260W	TNA1	S	0.0
YGR263C	SAY1	S	0.00369
YGR267C	FOL2	S	0.00043
YGR268C	HUA1	S	0.00059
YGR271W	SLH1	S	0.0
YGR273C	YGR273C	S	0.0
YGR276C	RNH70	S	0.00067
YGR277C	CAB4	S	0.0
YGR278W	CWC22	S	0.00227
YGR280C	PXR1	S	0.0
YGR282C	BGL2	S	0.0
YGR283C	YGR283C	S	0.0
YGR286C	BIO2	S	0.0
YGR287C	IMA1	S	5e-05
YGR289C	MAL11	S	0.0
YGR294W	PAU12	S	0.0
YGR295C	COS6	S	0.0001
YGR296W	YRF1-3	S	0.0009
YHL003C	LAG1	S	0.0
YHL006C	SHU1	S	0.00028
YHL008C	YHL008C	S	0.00187
YHL009C	YAP3	S	0.00537
YHL009W-A	YHL009W-A	S	1e-05
YHL009W-B	YHL009W-B	S	0.00068
YHL011C	PRS3	S	0.0025
YHL012W	YHL012W	S	5e-05
YHL014C	YLF2	S	0.00013
YHL016C	DUR3	S	0.00069
YHL017W	YHL017W	S	1e-05
YHL018W	YHL018W	S	1e-05
YHL020C	OPI1	S	0.00365
YHL021C	AIM17	S	0.00047
YHL023C	NPR3	S	0.00272
YHL024W	RIM4	S	0.00011
YHL027W	RIM101	S	0.0
YHL031C	GOS1	S	0.00013
YHL032C	GUT1	S	0.00081
YHL035C	VMR1	S	0.00038
YHL038C	CBP2	S	0.00012
YHL039W	EFM1	S	0.00074
YHL042W	YHL042W	S	0.001
YHL046C	PAU13	S	0.00028
YHL047C	ARN2	S	1e-05
YHR001W	OSH7	S	0.00044
YHR002W	LEU5	S	0.0
YHR003C	TCD1	S	0.00012
YHR008C	SOD2	S	0.00251
YHR009C	TDA3	S	0.0008
YHR011W	DIA4	S	0.0
YHR014W	SPO13	S	0.0
YHR020W	YHR020W	S	4e-05
YHR022C	YHR022C	S	0.00011
YHR025W	THR1	S	0.0004
YHR028C	DAP2	S	0.00194
YHR029C	YHI9	S	3e-05
YHR031C	RRM3	S	0.0
YHR032W	ERC1	S	0.0
YHR033W	YHR033W	S	0.0
YHR034C	PIH1	S	0.0
YHR036W	BRL1	S	0.0
YHR039C	MSC7	S	0.00158
YHR040W	BCD1	S	0.0
YHR042W	NCP1	S	9e-05
YHR044C	DOG1	S	0.00135
YHR045W	YHR045W	S	0.00012
YHR046C	INM1	S	0.00013
YHR047C	AAP1	S	0.00019
YHR048W	YHK8	S	5e-05
YHR050W	SMF2	S	7e-05
YHR054C	YHR054C	S	0.00024
YHR057C	CPR2	S	0.00092
YHR059W	FYV4	S	0.00628
YHR061C	GIC1	S	0.00065
YHR063C	PAN5	S	0.00038
YHR065C	RRP3	S	0.0
YHR067W	HTD2	S	0.0
YHR068W	DYS1	S	0.00017
YHR070W	TRM5	S	0.0
YHR071W	PCL5	S	0.00115
YHR072W	ERG7	S	0.00013
YHR072W-A	NOP10	S	6e-05
YHR073W	OSH3	S	0.0
YHR074W	QNS1	S	0.01123
YHR078W	YHR078W	S	0.01369
YHR087W	RTC3	S	0.00543
YHR091C	MSR1	S	2e-05
YHR092C	HXT4	S	0.0
YHR096C	HXT5	S	0.0018
YHR097C	YHR097C	S	0.00032
YHR101C	BIG1	S	0.0
YHR103W	SBE22	S	0.0
YHR104W	GRE3	S	0.00146
YHR105W	YPT35	S	0.0
YHR106W	TRR2	S	3e-05
YHR108W	GGA2	S	0.0003
YHR110W	ERP5	S	1e-05
YHR111W	UBA4	S	0.0
YHR112C	YHR112C	S	4e-05
YHR113W	APE4	S	9e-05
YHR115C	DMA1	S	0.0
YHR116W	COX23	S	0.0
YHR117W	TOM71	S	0.0009
YHR120W	MSH1	S	0.00084
YHR122W	CIA2	S	0.00118
YHR123W	EPT1	S	1e-05
YHR124W	NDT80	S	0.0
YHR127W	YHR127W	S	0.0
YHR128W	FUR1	S	0.0
YHR132W-A	IGO2	S	1e-05
YHR133C	NSG1	S	3e-05
YHR136C	SPL2	S	0.0
YHR137W	ARO9	S	0.0
YHR139C	SPS100	S	0.0
YHR142W	CHS7	S	0.0
YHR144C	DCD1	S	0.00411
YHR146W	CRP1	S	0.00075
YHR148W	IMP3	S	1e-05
YHR149C	SKG6	S	0.0
YHR153C	SPO16	S	0.0
YHR155W	YSP1	S	4e-05
YHR160C	PEX18	S	0.0
YHR161C	YAP1801	S	0.0
YHR162W	MPC2	S	0.00032
YHR164C	DNA2	S	0.00012
YHR171W	ATG7	S	0.0
YHR175W	CTR2	S	3e-05
YHR177W	YHR177W	S	0.00195
YHR178W	STB5	S	0.00019
YHR179W	OYE2	S	7e-05
YHR181W	SVP26	S	0.00052
YHR182W	YHR182W	S	0.00026
YHR184W	SSP1	S	0.0
YHR185C	PFS1	S	0.00027
YHR190W	ERG9	S	0.00107
YHR192W	LNP1	S	0.00254
YHR194W	MDM31	S	0.0001
YHR198C	AIM18	S	0.0
